"Data" "n" "xmin" "alpha" "K" "W2" "U2" "A2" "avg.degree" "class" "match"
"1" 1 62 4 2.63 0.584 0.504713887673138 0.248405278660612 0.54995626354552 4.90322580645161 "Social" "yes"
"2" 2 22 4 2.94 0.352 0.446559339393673 0.111991097281244 0.575593473320707 3.90909090909091 "Biological" "yes"
"3" 3 36 4 2.58 0.352 0.752825981248711 0.499966945362439 0.876240594662335 4.33333333333333 "Biological" "yes"
"4" 4 9 2 2.62 0.776 0.797439958848555 0.899967652824891 0.894458301841148 2 "Social" "yes"
"5" 5 7 2 2.08 0.166 0.388491949337757 0.0510461096698782 0.641849171481719 2.28571428571429 "Social" "no"
"6" 6 8 2 2.23 0.162 0.497997748068881 0.130601217397298 0.732903473934553 2.75 "Social" "yes"
"7" 7 10 3 2.94 0.98 0.880003928914541 0.845628274046314 0.982774985053746 3 "Social" "yes"
"8" 8 32 3 2.78 0.692 0.859200444638837 0.970311776923591 0.8492963019334 3.4375 "Social" "yes"
"9" 9 107 2 2.2 0.228 0.439720966175718 0.187521956315007 0.531350943502419 3.48623853211009 "Social" "yes"
"10" 10 107 2 2.2 0.24 0.439720966175718 0.187521956315007 0.531350943502419 3.48623853211009 "Social" "yes"
"11" 11 735323 11 3.5 0 0 4.44032572883985e-182 0 9.58346740140047 "Informational" "yes"
"12" 12 400727 19 3.04 0.092 0.700568387421764 0.702281870937257 0.565555892491658 7.98658438288411 "Technological" "no"
"13" 13 388374 3 1.85 0 0 0 0 7.98658438288411 "Technological" "yes"
"14" 14 400727 49 3.36 0.53 0.895375625515825 0.769996656438281 0.901426833650348 15.9731687657682 "Technological" "yes"
"15" 15 410235 21 3.04 0.26 0.664344916468307 0.509638643666521 0.627469542662006 8.18266558761298 "Technological" "yes"
"16" 16 396803 2 1.61 0 0 0 0 8.18266558761298 "Technological" "yes"
"17" 17 410236 51 3.39 0.124 0.47969424598084 0.430440886033009 0.503442611096182 16.365331175226 "Technological" "yes"
"18" 18 403312 19 3.04 0.94 0.95459115414928 0.883037827999771 0.940729760212693 8.39721959176388 "Technological" "yes"
"19" 19 402439 2 1.61 0 0 0 0 8.39721959176388 "Technological" "yes"
"20" 20 403394 53 3.39 0.106 0.422629922632134 0.217846799626664 0.439227758700713 16.7944391835278 "Technological" "yes"
"21" 21 186 5 2.63 0.448 0.886131122882178 0.727487302098187 0.934776793602818 3.9247311827957 "Biological" "yes"
"22" 22 103 5 3.17 0.272 0.749530430313526 0.452258377414974 0.828247997729833 3.55339805825243 "Biological" "yes"
"23" 23 69 3 2.68 0.382 0.753474410427923 0.528137033191363 0.795819005885821 2.52173913043478 "Biological" "yes"
"24" 24 114 3 2.02 0.026 0.880776435017382 0.750933522993923 0.896068907719338 2.92982456140351 "Biological" "no"
"25" 25 40 6 2.7 0.346 0.624573880924476 0.270227449269084 0.677175607221283 5.95 "Biological" "yes"
"26" 26 1001 2 2.41 0 0.0639797492816214 0.018944459154362 0.0473181968425238 2.88911088911089 "Biological" "yes"
"27" 27 1001 2 2.41 0 0.0639797492816214 0.018944459154362 0.0473181968425238 2.88911088911089 "Biological" "yes"
"28" 28 4531 2 1.88 0 3.58224368856164e-10 6.48142074420252e-10 6.2269938990566e-09 5.11145442507173 "Biological" "yes"
"29" 29 4489 8 2.27 0 0.00840360413289748 0.0011903235815422 0.00661158921992205 5.11873468478503 "Biological" "yes"
"30" 30 7526 35 3.5 0.04 0.430381992967126 0.143844832494792 0.332856942052932 6.90087695987244 "Biological" "no"
"31" 31 7474 35 3.5 0.032 0.387248779394865 0.12374046756775 0.307738524065807 6.8961734011239 "Biological" "no"
"32" 32 435 5 3.45 0.046 0.827422088334508 0.580391328652898 0.905923296276988 2.02758620689655 "Biological" "no"
"33" 33 637 2 3.1 0 0.0736233290855785 0.014101301243694 0.0794015884369508 2.34536891679749 "Biological" "yes"
"34" 34 637 2 3.1 0 0.0736233290855785 0.014101301243694 0.0794015884369508 2.34536891679749 "Biological" "yes"
"35" 35 1118 3 1.92 0 3.29302079314764e-05 2.69028994418583e-06 2.51851224124831e-05 4.30948121645796 "Biological" "yes"
"36" 36 11699 20 2.51 0 0.0988137307735622 0.114840274790101 0.0854760550247476 8.50329087956236 "Biological" "no"
"37" 37 10394 23 2.52 0.004 0.146659773298369 0.143529131658586 0.140175225219633 8.2618818549163 "Biological" "no"
"38" 38 4925 8 3.11 0.928 0.981123385222666 0.952791465430612 0.975203259890179 3.54071065989848 "Biological" "yes"
"39" 39 7722 20 2.85 0.032 0.382969533281135 0.178050422753602 0.384403466220336 5.77466977466977 "Biological" "no"
"40" 40 1626 2 2.51 0.004 0.12878345007757 0.0684061381656558 0.100512496600552 2.8450184501845 "Biological" "yes"
"41" 41 737 4 2.49 0.084 0.289124840224413 0.160186345006354 0.311213907425623 3.30800542740841 "Biological" "no"
"42" 42 1041 2 3.05 0.002 0.106895201334059 0.0425247757109701 0.108091013609132 2.26128722382325 "Biological" "yes"
"43" 43 1150 4 2.66 0.66 0.91415302289391 0.94907666811689 0.942434034957113 2.67478260869565 "Biological" "yes"
"44" 44 5254 8 2.27 0 0.0130798240814085 0.00286815147517355 0.0101241346474882 8.23486867148839 "Biological" "yes"
"45" 45 5092 7 2.16 0 0.00310877120857028 3.03547051691873e-25 0.00119881478127182 7.66849960722702 "Biological" "yes"
"46" 46 2105 7 3.5 0.048 0.300295161333596 0.236201455906509 0.267475692104038 3.31971496437055 "Biological" "no"
"47" 47 3427 25 3.1 0.198 0.557190060509034 0.250986426278066 0.511908904156363 9.5617157864021 "Biological" "yes"
"48" 48 403 4 3.4 0.516 0.995272016133872 0.982147110674965 0.999352600209938 2.27791563275434 "Biological" "yes"
"49" 49 180 3 2.93 0.564 0.901918263613243 0.768226554740597 0.936622634750394 2.22222222222222 "Biological" "yes"
"50" 50 269 2 2.86 0.05 0.222827566081458 0.087282330799812 0.217911443491096 2.14126394052045 "Biological" "yes"
"51" 51 515 2 2.51 0.058 0.226517320766481 0.126402886896272 0.227567748177626 2.22912621359223 "Biological" "no"
"52" 52 92 2 1.78 0 0.0223266921885787 0.00561176117894754 0.0434844945026784 6.19565217391304 "Biological" "yes"
"53" 53 16227 7 2.11 0.566 0.853236529633204 0.687641883738819 0.817059370052332 2.0633147113594 "Biological" "yes"
"54" 54 921 6 2.3 0.1 0.285279167373306 0.435013968548865 0.239013234389189 4.19762845849802 "Biological" "yes"
"55" 55 921 6 2.3 0.082 0.285279167373306 0.435013968548865 0.239013234389189 57.6913860103627 "Biological" "no"
"56" 56 921 10 2.29 0.006 0.0645999967806418 0.212960088823305 0.0447420271211134 10.5154185022026 "Biological" "no"
"57" 57 16227 7 2.11 0.53 0.853236529633204 0.687641883738819 0.817059370052332 2.03248259860789 "Biological" "yes"
"58" 58 217 6 2.02 0 0.830134477573699 0.844611307762552 0.879249144067819 2.80517380759903 "Biological" "no"
"59" 59 16301 5 2.12 0.97 0.968436215516738 0.997956795274344 0.967051401139797 2.42780748663102 "Biological" "yes"
"60" 60 16301 5 2.12 0.988 0.968436215516738 0.997956795274344 0.967051401139797 3.05696202531646 "Biological" "yes"
"61" 61 16301 26 2.12 0.354 0.378607206680868 0.578636375256744 0.226611328572402 7.8956228956229 "Biological" "yes"
"62" 62 16411 6 2.13 0.732 0.786362024635591 0.71609361787178 0.851311540282631 7.8956228956229 "Biological" "yes"
"63" 63 909 5 2.25 0.054 0.342459681172115 0.0964200234120562 0.281237216184822 15.7912457912458 "Biological" "yes"
"64" 64 909 5 2.25 0.036 0.342459681172115 0.0964200234120562 0.281237216184822 10.7168458781362 "Biological" "yes"
"65" 65 909 10 2.33 0 0.0204799332720704 0.0636234630549204 0.00773670320428177 10.7168458781362 "Biological" "yes"
"66" 66 16411 6 2.13 0.728 0.786362024635591 0.71609361787178 0.851311540282631 10.7168458781362 "Biological" "yes"
"67" 67 228 6 2.14 0.912 0.805150173304707 0.976163627250666 0.841690418164131 10.7168458781362 "Biological" "yes"
"68" 68 16493 5 2.11 0.952 0.942319063355863 0.908858045852976 0.940559053126366 3.62913662414494 "Technological" "yes"
"69" 69 16493 5 2.11 0.98 0.942319063355863 0.908858045852976 0.940559053126366 7.2985884907709 "Technological" "yes"
"70" 70 16493 30 2.11 0.438 0.46109226028482 0.650277165616482 0.352957896970369 7.2985884907709 "Technological" "yes"
"71" 71 16568 6 2.13 0.648 0.730774977260204 0.565086914698103 0.799472988171452 14.5971769815418 "Technological" "yes"
"72" 72 897 5 2.21 0.072 0.526022414350822 0.274874706542099 0.516295709274045 3.62913662414494 "Technological" "no"
"73" 73 897 5 2.21 0.054 0.526022414350822 0.274874706542099 0.516295709274045 2.74654377880184 "Technological" "no"
"74" 74 897 8 2.2 0 0.159434042034389 0.264064270071152 0.0954735451702187 4.04331022636648 "Technological" "no"
"75" 75 16568 6 2.13 0.69 0.730774977260204 0.565086914698103 0.799472988171452 4.04331022636648 "Technological" "yes"
"76" 76 237 6 2.14 0.916 0.805150173304707 0.976163627250666 0.841690418164131 8.08662045273296 "Technological" "yes"
"77" 77 16655 6 2.11 0.606 0.79831170902484 0.822711464932653 0.869606981924172 3.63378221924319 "Technological" "yes"
"78" 78 16655 6 2.11 0.588 0.79831170902484 0.822711464932653 0.869606981924172 7.47854785478548 "Technological" "yes"
"79" 79 16655 30 2.11 0.65 0.714658915775884 0.824171363000316 0.535838324030393 7.47854785478548 "Technological" "yes"
"80" 80 16795 5 2.17 0.106 0.239493466155991 0.0994744770668847 0.253074773083287 14.957095709571 "Technological" "no"
"81" 81 970 5 2.16 0.03 0.159874290018185 0.0103116524692972 0.158271317769832 3.63378221924319 "Technological" "yes"
"82" 82 970 5 2.16 0.022 0.159874290018185 0.0103116524692972 0.158271317769832 2.73684210526316 "Technological" "yes"
"83" 83 970 10 2.23 0 0.0814237735553077 0.0586032295300088 0.0294115669450917 4.04680773661553 "Technological" "yes"
"84" 84 16795 5 2.17 0.09 0.239493466155991 0.0994744770668847 0.253074773083287 4.04680773661553 "Technological" "yes"
"85" 85 238 6 2.42 0.582 0.516900465027803 0.864346494714254 0.515289809582192 8.09361547323107 "Technological" "yes"
"86" 86 16874 5 2.12 0.778 0.850798785183727 0.816941165347443 0.845235921425078 3.6359246740705 "Technological" "yes"
"87" 87 16874 5 2.12 0.824 0.850798785183727 0.816941165347443 0.845235921425078 6.82051282051282 "Technological" "yes"
"88" 88 16874 28 2.11 0.154 0.471636269864002 0.37710644904761 0.241270515000007 6.82051282051282 "Technological" "yes"
"89" 89 17070 7 2.12 0.26 0.38922492352631 0.154073464445117 0.387038729123324 13.6410256410256 "Technological" "yes"
"90" 90 1107 5 2.12 0.012 0.161808448516374 0.0124124670355349 0.133898320395922 3.6359246740705 "Technological" "yes"
"91" 91 1107 5 2.12 0.01 0.161808448516374 0.0124124670355349 0.133898320395922 2.71729957805907 "Technological" "yes"
"92" 92 1107 10 2.18 0.006 0.188888343340213 0.356175414051491 0.123650859580779 4.00360252176524 "Technological" "no"
"93" 93 17070 7 2.12 0.242 0.38922492352631 0.154073464445117 0.387038729123324 4.00360252176524 "Technological" "yes"
"94" 94 248 2 3.5 0 5.20852846002069e-06 2.70380233003499e-06 1.00841204393166e-05 8.00720504353047 "Technological" "yes"
"95" 95 17160 6 2.09 0.846 0.93173286227096 0.892542396777079 0.942690127496501 3.65870794879428 "Technological" "yes"
"96" 96 17160 6 2.09 0.844 0.93173286227096 0.892542396777079 0.942690127496501 7.11340206185567 "Technological" "yes"
"97" 97 17160 28 2.1 0.268 0.816348930633624 0.764984777798884 0.56076837251794 7.11340206185567 "Technological" "yes"
"98" 98 17219 7 2.11 0.076 0.44197708524821 0.175236106585415 0.52168928861616 14.2268041237113 "Technological" "no"
"99" 99 1130 5 2.16 0.012 0.222578774916086 0.0279794781531787 0.169756318995547 3.65870794879428 "Technological" "yes"
"100" 100 1130 5 2.16 0.014 0.222578774916086 0.0279794781531787 0.169756318995547 2.70588235294118 "Technological" "yes"
"101" 101 1130 10 2.22 0.014 0.087062120799146 0.144679078420593 0.0362197667710982 4.06957449330331 "Technological" "no"
"102" 102 17219 7 2.11 0.106 0.44197708524821 0.175236106585415 0.52168928861616 4.06957449330331 "Technological" "yes"
"103" 103 246 6 2.44 0.792 0.603983780323317 0.844517868420915 0.611717234707469 8.13914898660661 "Technological" "yes"
"104" 104 17306 7 2.09 0.844 0.974034859323468 0.953997535414922 0.976223099402533 3.6481546572935 "Technological" "yes"
"105" 105 17306 7 2.09 0.822 0.974034859323468 0.953997535414922 0.976223099402533 6.69196025293586 "Technological" "yes"
"106" 106 17306 30 2.09 0.194 0.771845920633782 0.803342997563152 0.804326432109005 6.69196025293586 "Technological" "yes"
"107" 107 17417 7 2.11 0.346 0.663417350291978 0.384305859568322 0.749613006666353 13.3839205058717 "Technological" "yes"
"108" 108 1177 4 2.09 0.002 0.117196538433771 0.00930210284218347 0.11857398251303 3.6481546572935 "Technological" "yes"
"109" 109 1177 4 2.09 0.006 0.117196538433771 0.00930210284218347 0.11857398251303 2.7741935483871 "Technological" "yes"
"110" 110 1177 10 2.2 0 0.127227669328658 0.205928005206718 0.0628878840568079 4.08076923076923 "Technological" "no"
"111" 111 17417 7 2.11 0.32 0.663417350291978 0.384305859568322 0.749613006666353 4.08076923076923 "Technological" "yes"
"112" 112 251 6 2.47 0.772 0.520461410105393 0.869201598515811 0.554792325436808 8.16153846153846 "Technological" "yes"
"113" 113 17509 6 2.1 0.75 0.867157781232555 0.755131662914019 0.843091540508442 3.66258203147686 "Technological" "yes"
"114" 114 17509 6 2.1 0.732 0.867157781232555 0.755131662914019 0.843091540508442 6.80353982300885 "Technological" "yes"
"115" 115 17509 28 2.11 0.224 0.688680002924999 0.696103953679821 0.395616176975731 6.80353982300885 "Technological" "yes"
"116" 116 17561 5 2.14 0.436 0.629181696422423 0.501427572367261 0.713579140444996 13.6070796460177 "Technological" "yes"
"117" 117 1140 5 2.1 0.08 0.385187606524152 0.106424255233154 0.398315355072946 3.66258203147686 "Technological" "no"
"118" 118 1140 5 2.1 0.068 0.385187606524152 0.106424255233154 0.398315355072946 2.76422764227642 "Technological" "no"
"119" 119 1140 8 2.11 0.002 0.12369216117982 0.0764841224444795 0.0520429729185116 4.10805500982318 "Technological" "yes"
"120" 120 17561 5 2.14 0.358 0.629181696422423 0.501427572367261 0.713579140444996 4.10805500982318 "Technological" "yes"
"121" 121 251 6 2.35 0.802 0.658064415987359 0.942639877107285 0.701515439238729 8.21611001964637 "Technological" "yes"
"122" 122 17655 6 2.09 0.71 0.964245982737461 0.934887730151261 0.975972425469464 3.65837974392835 "Technological" "yes"
"123" 123 17655 6 2.09 0.676 0.964245982737461 0.934887730151261 0.975972425469464 6.4553950722175 "Technological" "yes"
"124" 124 17655 34 2.11 0.352 0.802623997658513 0.823319192258519 0.740621205106997 6.4553950722175 "Technological" "yes"
"125" 125 17752 6 2.12 0.336 0.765170849645672 0.538563480354085 0.832696395154629 12.910790144435 "Technological" "yes"
"126" 126 1170 5 2.11 0 0.204667098754898 0.0249165345369634 0.197885793292644 3.65837974392835 "Technological" "yes"
"127" 127 1170 5 2.11 0.002 0.204667098754898 0.0249165345369634 0.197885793292644 2.72509960159363 "Technological" "yes"
"128" 128 1170 8 2.09 0 0.256069123562145 0.0796275932491393 0.154173196970299 4.09263807184876 "Technological" "yes"
"129" 129 17752 6 2.12 0.306 0.765170849645672 0.538563480354085 0.832696395154629 4.09263807184876 "Technological" "yes"
"130" 130 251 8 2.22 0.858 0.718973652476707 0.998275802671824 0.652830063303975 8.18527614369753 "Technological" "yes"
"131" 131 17848 6 2.07 0.912 0.986499896971986 0.963483566774905 0.991202982585556 3.67450600763055 "Technological" "yes"
"132" 132 17848 6 2.07 0.9 0.986499896971986 0.963483566774905 0.991202982585556 6.37719298245614 "Technological" "yes"
"133" 133 17848 34 2.09 0.22 0.864341277031682 0.884026608661755 0.915548319860797 6.37719298245614 "Technological" "yes"
"134" 134 18010 6 2.13 0.274 0.677634867728025 0.418490694912917 0.743648037135393 12.7543859649123 "Technological" "yes"
"135" 135 1177 5 2.1 0.002 0.105247125829004 0.00388043593557563 0.0973861240979382 3.67450600763055 "Technological" "yes"
"136" 136 1177 5 2.1 0.004 0.105247125829004 0.00388043593557563 0.0973861240979382 2.72509960159363 "Technological" "yes"
"137" 137 1177 10 2.17 0 0.18189770670688 0.107303711058731 0.0811714571322361 4.08609459076749 "Technological" "no"
"138" 138 18010 6 2.13 0.278 0.677634867728025 0.418490694912917 0.743648037135393 4.08609459076749 "Technological" "yes"
"139" 139 249 6 2.35 0.548 0.689655095182503 0.785043606137703 0.643054709165698 8.17218918153498 "Technological" "yes"
"140" 140 18100 6 2.08 0.748 0.993196339676884 0.981017857678288 0.990239129760253 3.698738170347 "Technological" "yes"
"141" 141 18100 6 2.08 0.744 0.993196339676884 0.981017857678288 0.990239129760253 7.12820512820513 "Technological" "yes"
"142" 142 18100 30 2.1 0.304 0.813336958637441 0.831203031201564 0.554597816303871 7.12820512820513 "Technological" "yes"
"143" 143 18189 7 2.11 0.172 0.784436522881012 0.56613966519422 0.848921673274265 14.2564102564103 "Technological" "yes"
"144" 144 1132 4 2.09 0.002 0.08954346439964 0.00404272296556857 0.0706742574777741 3.698738170347 "Technological" "yes"
"145" 145 1132 4 2.09 0.002 0.08954346439964 0.00404272296556857 0.0706742574777741 2.7410358565737 "Technological" "yes"
"146" 146 1132 8 2.17 0 0.102359239162609 0.0715129012067224 0.0330910216817293 4.16539668310175 "Technological" "yes"
"147" 147 18189 7 2.11 0.17 0.784436522881012 0.56613966519422 0.848921673274265 4.16539668310175 "Technological" "yes"
"148" 148 242 8 2.34 0.944 0.661681364301024 0.99324200385338 0.661342282795721 8.3307933662035 "Technological" "yes"
"149" 149 18278 6 2.1 0.782 0.894167460586638 0.826237763617202 0.906719992512401 3.69183786785119 "Technological" "yes"
"150" 150 18278 6 2.1 0.756 0.894167460586638 0.826237763617202 0.906719992512401 6.93288020390824 "Technological" "yes"
"151" 151 18278 30 2.13 0.21 0.469478594018021 0.626064472256554 0.30851204244972 6.93288020390824 "Technological" "yes"
"152" 152 18412 6 2.13 0.176 0.456734352282228 0.211475813136349 0.428888574076953 13.8657604078165 "Technological" "yes"
"153" 153 1205 4 2.09 0.006 0.174862231931926 0.0225194312190868 0.16609373924336 3.69183786785119 "Technological" "yes"
"154" 154 1205 4 2.09 0.006 0.174862231931926 0.0225194312190868 0.16609373924336 2.76305220883534 "Technological" "yes"
"155" 155 1205 8 2.17 0 0.0660049320300397 0.0496013062278175 0.0204712785464233 4.14331491712707 "Technological" "yes"
"156" 156 18412 6 2.13 0.16 0.456734352282228 0.211475813136349 0.428888574076953 4.14331491712707 "Technological" "yes"
"157" 157 242 8 2.18 0.74 0.795226089725215 0.978495837259662 0.828676575693504 8.28662983425414 "Technological" "yes"
"158" 158 18501 7 2.08 0.618 0.878026867449973 0.724477200446115 0.871936081300714 3.68310517345648 "Technological" "yes"
"159" 159 18501 7 2.08 0.6 0.878026867449973 0.724477200446115 0.871936081300714 6.87985865724382 "Technological" "yes"
"160" 160 18501 28 2.1 0.33 0.58411647552552 0.742319051600372 0.301798982609374 6.87985865724382 "Technological" "yes"
"161" 161 18648 7 2.1 0.148 0.639487591264018 0.352667684918958 0.689237657619223 13.7597173144876 "Technological" "yes"
"162" 162 1152 5 2.1 0.01 0.325307220219898 0.0726129670340344 0.304496427094177 3.68310517345648 "Technological" "yes"
"163" 163 1152 5 2.1 0.012 0.325307220219898 0.0726129670340344 0.304496427094177 2.79338842975207 "Technological" "yes"
"164" 164 1152 10 2.17 0.004 0.138319187482738 0.119869943256814 0.0590486879855219 4.1097494255389 "Technological" "no"
"165" 165 18648 7 2.1 0.132 0.639487591264018 0.352667684918958 0.689237657619223 4.1097494255389 "Technological" "yes"
"166" 166 249 6 2.34 0.546 0.679569838817276 0.787830794188372 0.630862238522243 8.2194988510778 "Technological" "yes"
"167" 167 18740 7 2.08 0.75 0.873407192062441 0.753125170241971 0.85165883177411 3.68944166847708 "Technological" "yes"
"168" 168 18740 7 2.08 0.8 0.873407192062441 0.753125170241971 0.85165883177411 6.86141078838174 "Technological" "yes"
"169" 169 18740 30 2.11 0.44 0.67882136585948 0.851414250276919 0.525543034458636 6.86141078838174 "Technological" "yes"
"170" 170 18823 6 2.13 0.052 0.330693914358894 0.125806329773454 0.389876430003607 13.7228215767635 "Technological" "no"
"171" 171 1159 2 1.96 0.06 0.405943716859497 0.251053511058107 0.387589023746381 3.68944166847708 "Technological" "no"
"172" 172 1159 2 1.96 0.084 0.405943716859497 0.251053511058107 0.387589023746381 2.74380165289256 "Technological" "no"
"173" 173 1159 10 2.1 0.01 0.307683339649422 0.287396934513682 0.219053879411135 4.13653316036971 "Technological" "no"
"174" 174 18823 6 2.13 0.042 0.330693914358894 0.125806329773454 0.389876430003607 4.13653316036971 "Technological" "no"
"175" 175 245 6 2.29 0.954 0.851933310960163 0.994179865115033 0.831497970197538 8.27306632073942 "Technological" "yes"
"176" 176 18911 6 2.1 0.322 0.801716808219401 0.717091418427963 0.857054100346084 3.71010296010296 "Technological" "yes"
"177" 177 18911 6 2.1 0.374 0.801716808219401 0.717091418427963 0.857054100346084 6.48263888888889 "Technological" "yes"
"178" 178 18911 22 2.11 0.036 0.322763878123382 0.307770104229981 0.107550118398174 6.48263888888889 "Technological" "no"
"179" 179 19000 7 2.09 0.704 0.814003789383342 0.617449655237676 0.838938943426346 12.9652777777778 "Technological" "yes"
"180" 180 1128 4 2.08 0.05 0.433676124236898 0.160703490483027 0.399744199285717 3.71010296010296 "Technological" "no"
"181" 181 1128 4 2.08 0.05 0.433676124236898 0.160703490483027 0.399744199285717 2.79518072289157 "Technological" "no"
"182" 182 1128 10 2.18 0 0.102854485036348 0.10656626068567 0.0399853279422885 4.10896478121665 "Technological" "no"
"183" 183 19000 7 2.09 0.704 0.814003789383342 0.617449655237676 0.838938943426346 4.10896478121665 "Technological" "yes"
"184" 184 244 8 2.26 0.872 0.684864356795586 0.991016704891046 0.639255152047074 8.2179295624333 "Technological" "yes"
"185" 185 19090 7 2.08 0.646 0.916326693706502 0.887898474755185 0.938757866491181 3.65882165435903 "Technological" "yes"
"186" 186 19090 7 2.08 0.614 0.916326693706502 0.887898474755185 0.938757866491181 5.84296807592752 "Technological" "yes"
"187" 187 19090 32 2.12 0.18 0.616643219064371 0.751528471812184 0.308037658424349 5.84296807592752 "Technological" "yes"
"188" 188 19176 18 2.16 0.606 0.992036099293339 0.97358420185943 0.994774759695934 11.685936151855 "Technological" "yes"
"189" 189 1173 4 2.11 0 0.0830227871965579 0.00251744648683805 0.0631525647404461 3.65882165435903 "Technological" "yes"
"190" 190 1173 4 2.11 0 0.0830227871965579 0.00251744648683805 0.0631525647404461 2.77551020408163 "Technological" "yes"
"191" 191 1173 8 2.19 0 0.114719359997073 0.212029758769997 0.0569291175911095 4.01787319549469 "Technological" "no"
"192" 192 19176 18 2.16 0.6 0.992036099293339 0.97358420185943 0.994774759695934 4.01787319549469 "Technological" "yes"
"193" 193 248 6 2.38 0.906 0.655104725842438 0.952495297210591 0.621891980617306 8.03574639098937 "Technological" "yes"
"194" 194 19267 7 2.1 0.796 0.942945333460529 0.861613055089895 0.943769661886919 3.67157894736842 "Technological" "yes"
"195" 195 19267 7 2.1 0.82 0.942945333460529 0.861613055089895 0.943769661886919 6.22872340425532 "Technological" "yes"
"196" 196 19267 32 2.1 0.102 0.677988586998291 0.708968282148465 0.368506556987731 6.22872340425532 "Technological" "yes"
"197" 197 19398 8 2.08 0.04 0.734378901691515 0.509937886789717 0.745592986060976 12.4574468085106 "Technological" "no"
"198" 198 1186 4 2.09 0 0.182183762798891 0.0210307670534977 0.152237781216121 3.67157894736842 "Technological" "yes"
"199" 199 1186 4 2.09 0.004 0.182183762798891 0.0210307670534977 0.152237781216121 2.77049180327869 "Technological" "yes"
"200" 200 1186 8 2.17 0 0.0701788956573101 0.0724755067058358 0.0218466697307961 4.04002095337873 "Technological" "yes"
"201" 201 19398 8 2.08 0.066 0.734378901691515 0.509937886789717 0.745592986060976 4.04002095337873 "Technological" "no"
"202" 202 250 6 2.39 0.914 0.669878185375883 0.953329430855565 0.637216422025297 8.08004190675747 "Technological" "yes"
"203" 203 19489 8 2.07 0.544 0.741129241723295 0.580096472162211 0.776713576202493 3.66593658740092 "Technological" "yes"
"204" 204 19489 8 2.07 0.522 0.741129241723295 0.580096472162211 0.776713576202493 6.153452685422 "Technological" "yes"
"205" 205 19489 34 2.11 0.288 0.606863510661963 0.817252225451691 0.589378267983922 6.153452685422 "Technological" "yes"
"206" 206 19628 6 2.13 0.89 0.454794564611152 0.235783344449879 0.500356721724208 12.306905370844 "Technological" "yes"
"207" 207 1187 5 2.21 0.006 0.374272382019434 0.312839959925279 0.288909958237477 3.66593658740092 "Technological" "no"
"208" 208 1187 5 2.21 0.006 0.374272382019434 0.312839959925279 0.288909958237477 2.7741935483871 "Technological" "no"
"209" 209 1187 8 2.18 0 0.0929746162586883 0.225419298641729 0.0615346616615248 4.04110655524991 "Technological" "no"
"210" 210 19628 6 2.13 0.87 0.454794564611152 0.235783344449879 0.500356721724208 4.04110655524991 "Technological" "yes"
"211" 211 241 6 2.16 0.92 0.856400705809355 0.945470318400342 0.868445410587494 8.08221311049982 "Technological" "yes"
"212" 212 19720 6 2.1 0.99 0.990363277262846 0.982460718554648 0.992530347196777 3.6941952778637 "Technological" "yes"
"213" 213 19720 6 2.1 0.988 0.990363277262846 0.982460718554648 0.992530347196777 6.5008431703204 "Technological" "yes"
"214" 214 19720 32 2.11 0.466 0.623724480960744 0.807179364893209 0.428644115520469 6.5008431703204 "Technological" "yes"
"215" 215 19752 5 2.17 0.508 0.0786809883905493 0.0110621458979485 0.0763217148775161 13.0016863406408 "Technological" "no"
"216" 216 1170 4 2.09 0.122 0.42261981130815 0.151831332581629 0.402244575958967 3.6941952778637 "Technological" "yes"
"217" 217 1170 4 2.09 0.092 0.42261981130815 0.151831332581629 0.402244575958967 2.784 "Technological" "no"
"218" 218 1170 10 2.2 0.002 0.0483559975094067 0.0398719200504056 0.0179046360578453 4.09040997485761 "Technological" "yes"
"219" 219 19752 5 2.17 0.558 0.0786809883905493 0.0110621458979485 0.0763217148775161 4.09040997485761 "Technological" "no"
"220" 220 232 6 2.15 0.868 0.84433765100638 0.945136246009487 0.854413165017547 8.18081994971522 "Technological" "yes"
"221" 221 19846 6 2.1 0.892 0.942079634006933 0.936513469524363 0.956679080568993 3.6779091094355 "Technological" "yes"
"222" 222 19846 6 2.1 0.912 0.942079634006933 0.936513469524363 0.956679080568993 6.6301600673968 "Technological" "yes"
"223" 223 19846 26 2.11 0.304 0.530658719640152 0.557152135736663 0.339389096868215 6.6301600673968 "Technological" "yes"
"224" 224 19948 8 2.1 0.52 0.43071687959355 0.140589923726819 0.398586020807382 13.2603201347936 "Technological" "yes"
"225" 225 1219 4 2.11 0.134 0.388275516217891 0.12397470453431 0.347187654261874 3.6779091094355 "Technological" "yes"
"226" 226 1219 4 2.11 0.126 0.388275516217891 0.12397470453431 0.347187654261874 2.78838174273859 "Technological" "yes"
"227" 227 1219 6 2.11 0 0.0791989151250491 0.0320366646684256 0.0321973922550001 4.07687626774848 "Technological" "yes"
"228" 228 19948 8 2.1 0.52 0.43071687959355 0.140589923726819 0.398586020807382 4.07687626774848 "Technological" "yes"
"229" 229 239 6 2.39 0.868 0.669878185375883 0.953329430855565 0.637216422025297 8.15375253549696 "Technological" "yes"
"230" 230 20037 7 2.09 0.71 0.920751413112535 0.813904200265879 0.932130918357905 3.69228432563791 "Technological" "yes"
"231" 231 20037 7 2.09 0.734 0.920751413112535 0.813904200265879 0.932130918357905 6.59145299145299 "Technological" "yes"
