"Data" "n" "xmin" "alpha" "K" "W2" "U2" "A2"
"32" "32" "435" "5" "3.45" "0.046" "0.827422088334508" "0.580391328652898" "0.905923296276988"
"33" "33" "637" "2" "3.1" "0" "0.0736233290855785" "0.014101301243694" "0.0794015884369508"
"34" "34" "637" "2" "3.1" "0" "0.0736233290855785" "0.014101301243694" "0.0794015884369508"
"35" "35" "1118" "3" "1.92" "0" "3.29302079314764e-05" "2.69028994418583e-06" "2.51851224124831e-05"
"36" "36" "11699" "20" "2.51" "0" "0.0988137307735622" "0.114840274790101" "0.0854760550247476"
"37" "37" "10394" "23" "2.52" "0.004" "0.146659773298369" "0.143529131658586" "0.140175225219633"
"38" "38" "4925" "8" "3.11" "0.928" "0.981123385222666" "0.952791465430612" "0.975203259890179"
"39" "39" "7722" "20" "2.85" "0.032" "0.382969533281135" "0.178050422753602" "0.384403466220336"
"40" "40" "1626" "2" "2.51" "0.004" "0.12878345007757" "0.0684061381656558" "0.100512496600552"
"41" "41" "737" "4" "2.49" "0.084" "0.289124840224413" "0.160186345006354" "0.311213907425623"
"42" "42" "1041" "2" "3.05" "0.002" "0.106895201334059" "0.0425247757109701" "0.108091013609132"
"43" "43" "1150" "4" "2.66" "0.66" "0.91415302289391" "0.94907666811689" "0.942434034957113"
"44" "44" "5254" "8" "2.27" "0" "0.0130798240814085" "0.00286815147517355" "0.0101241346474882"
"45" "45" "5092" "7" "2.16" "0" "0.00310877120857028" "3.03547051691873e-25" "0.00119881478127182"
"46" "46" "2105" "7" "3.5" "0.048" "0.300295161333596" "0.236201455906509" "0.267475692104038"
"47" "47" "3427" "25" "3.1" "0.198" "0.557190060509034" "0.250986426278066" "0.511908904156363"
"48" "48" "403" "4" "3.4" "0.516" "0.995272016133872" "0.982147110674965" "0.999352600209938"
"49" "49" "180" "3" "2.93" "0.564" "0.901918263613243" "0.768226554740597" "0.936622634750394"
"50" "50" "269" "2" "2.86" "0.05" "0.222827566081458" "0.087282330799812" "0.217911443491096"
"51" "51" "515" "2" "2.51" "0.058" "0.226517320766481" "0.126402886896272" "0.227567748177626"
"52" "52" "92" "2" "1.78" "0" "0.0223266921885787" "0.00561176117894754" "0.0434844945026784"
"53" "53" "16227" "7" "2.11" "0.566" "0.853236529633204" "0.687641883738819" "0.817059370052332"
"54" "54" "921" "6" "2.3" "0.1" "0.285279167373306" "0.435013968548865" "0.239013234389189"
"55" "55" "921" "6" "2.3" "0.082" "0.285279167373306" "0.435013968548865" "0.239013234389189"
"56" "56" "921" "10" "2.29" "0.006" "0.0645999967806418" "0.212960088823305" "0.0447420271211134"
"57" "57" "16227" "7" "2.11" "0.53" "0.853236529633204" "0.687641883738819" "0.817059370052332"
"58" "58" "217" "6" "2.02" "0" "0.830134477573699" "0.844611307762552" "0.879249144067819"
"59" "59" "16301" "5" "2.12" "0.97" "0.968436215516738" "0.997956795274344" "0.967051401139797"
"60" "60" "16301" "5" "2.12" "0.988" "0.968436215516738" "0.997956795274344" "0.967051401139797"
"61" "61" "16301" "26" "2.12" "0.354" "0.378607206680868" "0.578636375256744" "0.226611328572402"
"62" "62" "16411" "6" "2.13" "0.732" "0.786362024635591" "0.71609361787178" "0.851311540282631"
"63" "63" "909" "5" "2.25" "0.054" "0.342459681172115" "0.0964200234120562" "0.281237216184822"
"64" "64" "909" "5" "2.25" "0.036" "0.342459681172115" "0.0964200234120562" "0.281237216184822"
"65" "65" "909" "10" "2.33" "0" "0.0204799332720704" "0.0636234630549204" "0.00773670320428177"
"66" "66" "16411" "6" "2.13" "0.728" "0.786362024635591" "0.71609361787178" "0.851311540282631"
"67" "67" "228" "6" "2.14" "0.912" "0.805150173304707" "0.976163627250666" "0.841690418164131"
"68" "68" "16493" "5" "2.11" "0.952" "0.942319063355863" "0.908858045852976" "0.940559053126366"
"69" "69" "16493" "5" "2.11" "0.98" "0.942319063355863" "0.908858045852976" "0.940559053126366"
"70" "70" "16493" "30" "2.11" "0.438" "0.46109226028482" "0.650277165616482" "0.352957896970369"
"71" "71" "16568" "6" "2.13" "0.648" "0.730774977260204" "0.565086914698103" "0.799472988171452"
"72" "72" "897" "5" "2.21" "0.072" "0.526022414350822" "0.274874706542099" "0.516295709274045"
"73" "73" "897" "5" "2.21" "0.054" "0.526022414350822" "0.274874706542099" "0.516295709274045"
"74" "74" "897" "8" "2.2" "0" "0.159434042034389" "0.264064270071152" "0.0954735451702187"
"75" "75" "16568" "6" "2.13" "0.69" "0.730774977260204" "0.565086914698103" "0.799472988171452"
"76" "76" "237" "6" "2.14" "0.916" "0.805150173304707" "0.976163627250666" "0.841690418164131"
"77" "77" "16655" "6" "2.11" "0.606" "0.79831170902484" "0.822711464932653" "0.869606981924172"
"78" "78" "16655" "6" "2.11" "0.588" "0.79831170902484" "0.822711464932653" "0.869606981924172"
"79" "79" "16655" "30" "2.11" "0.65" "0.714658915775884" "0.824171363000316" "0.535838324030393"
"80" "80" "16795" "5" "2.17" "0.106" "0.239493466155991" "0.0994744770668847" "0.253074773083287"
"81" "81" "970" "5" "2.16" "0.03" "0.159874290018185" "0.0103116524692972" "0.158271317769832"
"82" "82" "970" "5" "2.16" "0.022" "0.159874290018185" "0.0103116524692972" "0.158271317769832"
"83" "83" "970" "10" "2.23" "0" "0.0814237735553077" "0.0586032295300088" "0.0294115669450917"
"84" "84" "16795" "5" "2.17" "0.09" "0.239493466155991" "0.0994744770668847" "0.253074773083287"
"85" "85" "238" "6" "2.42" "0.582" "0.516900465027803" "0.864346494714254" "0.515289809582192"
"86" "86" "16874" "5" "2.12" "0.778" "0.850798785183727" "0.816941165347443" "0.845235921425078"
"87" "87" "16874" "5" "2.12" "0.824" "0.850798785183727" "0.816941165347443" "0.845235921425078"
"88" "88" "16874" "28" "2.11" "0.154" "0.471636269864002" "0.37710644904761" "0.241270515000007"
"89" "89" "17070" "7" "2.12" "0.26" "0.38922492352631" "0.154073464445117" "0.387038729123324"
"90" "90" "1107" "5" "2.12" "0.012" "0.161808448516374" "0.0124124670355349" "0.133898320395922"
"91" "91" "1107" "5" "2.12" "0.01" "0.161808448516374" "0.0124124670355349" "0.133898320395922"
"92" "92" "1107" "10" "2.18" "0.006" "0.188888343340213" "0.356175414051491" "0.123650859580779"
"93" "93" "17070" "7" "2.12" "0.242" "0.38922492352631" "0.154073464445117" "0.387038729123324"
"94" "94" "248" "2" "3.5" "0" "5.20852846002069e-06" "2.70380233003499e-06" "1.00841204393166e-05"
"95" "95" "17160" "6" "2.09" "0.846" "0.93173286227096" "0.892542396777079" "0.942690127496501"
"96" "96" "17160" "6" "2.09" "0.844" "0.93173286227096" "0.892542396777079" "0.942690127496501"
"97" "97" "17160" "28" "2.1" "0.268" "0.816348930633624" "0.764984777798884" "0.56076837251794"
"98" "98" "17219" "7" "2.11" "0.076" "0.44197708524821" "0.175236106585415" "0.52168928861616"
"99" "99" "1130" "5" "2.16" "0.012" "0.222578774916086" "0.0279794781531787" "0.169756318995547"
"100" "100" "1130" "5" "2.16" "0.014" "0.222578774916086" "0.0279794781531787" "0.169756318995547"
"101" "101" "1130" "10" "2.22" "0.014" "0.087062120799146" "0.144679078420593" "0.0362197667710982"
"102" "102" "17219" "7" "2.11" "0.106" "0.44197708524821" "0.175236106585415" "0.52168928861616"
"103" "103" "246" "6" "2.44" "0.792" "0.603983780323317" "0.844517868420915" "0.611717234707469"
"104" "104" "17306" "7" "2.09" "0.844" "0.974034859323468" "0.953997535414922" "0.976223099402533"
"105" "105" "17306" "7" "2.09" "0.822" "0.974034859323468" "0.953997535414922" "0.976223099402533"
"106" "106" "17306" "30" "2.09" "0.194" "0.771845920633782" "0.803342997563152" "0.804326432109005"
"107" "107" "17417" "7" "2.11" "0.346" "0.663417350291978" "0.384305859568322" "0.749613006666353"
"108" "108" "1177" "4" "2.09" "0.002" "0.117196538433771" "0.00930210284218347" "0.11857398251303"
"109" "109" "1177" "4" "2.09" "0.006" "0.117196538433771" "0.00930210284218347" "0.11857398251303"
"110" "110" "1177" "10" "2.2" "0" "0.127227669328658" "0.205928005206718" "0.0628878840568079"
"111" "111" "17417" "7" "2.11" "0.32" "0.663417350291978" "0.384305859568322" "0.749613006666353"
"112" "112" "251" "6" "2.47" "0.772" "0.520461410105393" "0.869201598515811" "0.554792325436808"
"113" "113" "17509" "6" "2.1" "0.75" "0.867157781232555" "0.755131662914019" "0.843091540508442"
"114" "114" "17509" "6" "2.1" "0.732" "0.867157781232555" "0.755131662914019" "0.843091540508442"
"115" "115" "17509" "28" "2.11" "0.224" "0.688680002924999" "0.696103953679821" "0.395616176975731"
"116" "116" "17561" "5" "2.14" "0.436" "0.629181696422423" "0.501427572367261" "0.713579140444996"
"117" "117" "1140" "5" "2.1" "0.08" "0.385187606524152" "0.106424255233154" "0.398315355072946"
"118" "118" "1140" "5" "2.1" "0.068" "0.385187606524152" "0.106424255233154" "0.398315355072946"
"119" "119" "1140" "8" "2.11" "0.002" "0.12369216117982" "0.0764841224444795" "0.0520429729185116"
"120" "120" "17561" "5" "2.14" "0.358" "0.629181696422423" "0.501427572367261" "0.713579140444996"
"121" "121" "251" "6" "2.35" "0.802" "0.658064415987359" "0.942639877107285" "0.701515439238729"
"122" "122" "17655" "6" "2.09" "0.71" "0.964245982737461" "0.934887730151261" "0.975972425469464"
"123" "123" "17655" "6" "2.09" "0.676" "0.964245982737461" "0.934887730151261" "0.975972425469464"
"124" "124" "17655" "34" "2.11" "0.352" "0.802623997658513" "0.823319192258519" "0.740621205106997"
"125" "125" "17752" "6" "2.12" "0.336" "0.765170849645672" "0.538563480354085" "0.832696395154629"
"126" "126" "1170" "5" "2.11" "0" "0.204667098754898" "0.0249165345369634" "0.197885793292644"
"127" "127" "1170" "5" "2.11" "0.002" "0.204667098754898" "0.0249165345369634" "0.197885793292644"
"128" "128" "1170" "8" "2.09" "0" "0.256069123562145" "0.0796275932491393" "0.154173196970299"
"129" "129" "17752" "6" "2.12" "0.306" "0.765170849645672" "0.538563480354085" "0.832696395154629"
"130" "130" "251" "8" "2.22" "0.858" "0.718973652476707" "0.998275802671824" "0.652830063303975"
"131" "131" "17848" "6" "2.07" "0.912" "0.986499896971986" "0.963483566774905" "0.991202982585556"
"132" "132" "17848" "6" "2.07" "0.9" "0.986499896971986" "0.963483566774905" "0.991202982585556"
"133" "133" "17848" "34" "2.09" "0.22" "0.864341277031682" "0.884026608661755" "0.915548319860797"
"134" "134" "18010" "6" "2.13" "0.274" "0.677634867728025" "0.418490694912917" "0.743648037135393"
"135" "135" "1177" "5" "2.1" "0.002" "0.105247125829004" "0.00388043593557563" "0.0973861240979382"
"136" "136" "1177" "5" "2.1" "0.004" "0.105247125829004" "0.00388043593557563" "0.0973861240979382"
"137" "137" "1177" "10" "2.17" "0" "0.18189770670688" "0.107303711058731" "0.0811714571322361"
"138" "138" "18010" "6" "2.13" "0.278" "0.677634867728025" "0.418490694912917" "0.743648037135393"
"139" "139" "249" "6" "2.35" "0.548" "0.689655095182503" "0.785043606137703" "0.643054709165698"
"140" "140" "18100" "6" "2.08" "0.748" "0.993196339676884" "0.981017857678288" "0.990239129760253"
"141" "141" "18100" "6" "2.08" "0.744" "0.993196339676884" "0.981017857678288" "0.990239129760253"
"142" "142" "18100" "30" "2.1" "0.304" "0.813336958637441" "0.831203031201564" "0.554597816303871"
"143" "143" "18189" "7" "2.11" "0.172" "0.784436522881012" "0.56613966519422" "0.848921673274265"
"144" "144" "1132" "4" "2.09" "0.002" "0.08954346439964" "0.00404272296556857" "0.0706742574777741"
"145" "145" "1132" "4" "2.09" "0.002" "0.08954346439964" "0.00404272296556857" "0.0706742574777741"
"146" "146" "1132" "8" "2.17" "0" "0.102359239162609" "0.0715129012067224" "0.0330910216817293"
"147" "147" "18189" "7" "2.11" "0.17" "0.784436522881012" "0.56613966519422" "0.848921673274265"
"148" "148" "242" "8" "2.34" "0.944" "0.661681364301024" "0.99324200385338" "0.661342282795721"
"149" "149" "18278" "6" "2.1" "0.782" "0.894167460586638" "0.826237763617202" "0.906719992512401"
"150" "150" "18278" "6" "2.1" "0.756" "0.894167460586638" "0.826237763617202" "0.906719992512401"
"151" "151" "18278" "30" "2.13" "0.21" "0.469478594018021" "0.626064472256554" "0.30851204244972"
"152" "152" "18412" "6" "2.13" "0.176" "0.456734352282228" "0.211475813136349" "0.428888574076953"
"153" "153" "1205" "4" "2.09" "0.006" "0.174862231931926" "0.0225194312190868" "0.16609373924336"
"154" "154" "1205" "4" "2.09" "0.006" "0.174862231931926" "0.0225194312190868" "0.16609373924336"
"155" "155" "1205" "8" "2.17" "0" "0.0660049320300397" "0.0496013062278175" "0.0204712785464233"
"156" "156" "18412" "6" "2.13" "0.16" "0.456734352282228" "0.211475813136349" "0.428888574076953"
"157" "157" "242" "8" "2.18" "0.74" "0.795226089725215" "0.978495837259662" "0.828676575693504"
"158" "158" "18501" "7" "2.08" "0.618" "0.878026867449973" "0.724477200446115" "0.871936081300714"
"159" "159" "18501" "7" "2.08" "0.6" "0.878026867449973" "0.724477200446115" "0.871936081300714"
"160" "160" "18501" "28" "2.1" "0.33" "0.58411647552552" "0.742319051600372" "0.301798982609374"
"161" "161" "18648" "7" "2.1" "0.148" "0.639487591264018" "0.352667684918958" "0.689237657619223"
"162" "162" "1152" "5" "2.1" "0.01" "0.325307220219898" "0.0726129670340344" "0.304496427094177"
"163" "163" "1152" "5" "2.1" "0.012" "0.325307220219898" "0.0726129670340344" "0.304496427094177"
"164" "164" "1152" "10" "2.17" "0.004" "0.138319187482738" "0.119869943256814" "0.0590486879855219"
"165" "165" "18648" "7" "2.1" "0.132" "0.639487591264018" "0.352667684918958" "0.689237657619223"
"166" "166" "249" "6" "2.34" "0.546" "0.679569838817276" "0.787830794188372" "0.630862238522243"
"167" "167" "18740" "7" "2.08" "0.75" "0.873407192062441" "0.753125170241971" "0.85165883177411"
"168" "168" "18740" "7" "2.08" "0.8" "0.873407192062441" "0.753125170241971" "0.85165883177411"
"169" "169" "18740" "30" "2.11" "0.44" "0.67882136585948" "0.851414250276919" "0.525543034458636"
"170" "170" "18823" "6" "2.13" "0.052" "0.330693914358894" "0.125806329773454" "0.389876430003607"
"171" "171" "1159" "2" "1.96" "0.06" "0.405943716859497" "0.251053511058107" "0.387589023746381"
"172" "172" "1159" "2" "1.96" "0.084" "0.405943716859497" "0.251053511058107" "0.387589023746381"
"173" "173" "1159" "10" "2.1" "0.01" "0.307683339649422" "0.287396934513682" "0.219053879411135"
"174" "174" "18823" "6" "2.13" "0.042" "0.330693914358894" "0.125806329773454" "0.389876430003607"
"175" "175" "245" "6" "2.29" "0.954" "0.851933310960163" "0.994179865115033" "0.831497970197538"
"176" "176" "18911" "6" "2.1" "0.322" "0.801716808219401" "0.717091418427963" "0.857054100346084"
"177" "177" "18911" "6" "2.1" "0.374" "0.801716808219401" "0.717091418427963" "0.857054100346084"
"178" "178" "18911" "22" "2.11" "0.036" "0.322763878123382" "0.307770104229981" "0.107550118398174"
"179" "179" "19000" "7" "2.09" "0.704" "0.814003789383342" "0.617449655237676" "0.838938943426346"
"180" "180" "1128" "4" "2.08" "0.05" "0.433676124236898" "0.160703490483027" "0.399744199285717"
"181" "181" "1128" "4" "2.08" "0.05" "0.433676124236898" "0.160703490483027" "0.399744199285717"
"182" "182" "1128" "10" "2.18" "0" "0.102854485036348" "0.10656626068567" "0.0399853279422885"
"183" "183" "19000" "7" "2.09" "0.704" "0.814003789383342" "0.617449655237676" "0.838938943426346"
"184" "184" "244" "8" "2.26" "0.872" "0.684864356795586" "0.991016704891046" "0.639255152047074"
"185" "185" "19090" "7" "2.08" "0.646" "0.916326693706502" "0.887898474755185" "0.938757866491181"
"186" "186" "19090" "7" "2.08" "0.614" "0.916326693706502" "0.887898474755185" "0.938757866491181"
"187" "187" "19090" "32" "2.12" "0.18" "0.616643219064371" "0.751528471812184" "0.308037658424349"
"188" "188" "19176" "18" "2.16" "0.606" "0.992036099293339" "0.97358420185943" "0.994774759695934"
"189" "189" "1173" "4" "2.11" "0" "0.0830227871965579" "0.00251744648683805" "0.0631525647404461"
"190" "190" "1173" "4" "2.11" "0" "0.0830227871965579" "0.00251744648683805" "0.0631525647404461"
"191" "191" "1173" "8" "2.19" "0" "0.114719359997073" "0.212029758769997" "0.0569291175911095"
"192" "192" "19176" "18" "2.16" "0.6" "0.992036099293339" "0.97358420185943" "0.994774759695934"
"193" "193" "248" "6" "2.38" "0.906" "0.655104725842438" "0.952495297210591" "0.621891980617306"
"194" "194" "19267" "7" "2.1" "0.796" "0.942945333460529" "0.861613055089895" "0.943769661886919"
"195" "195" "19267" "7" "2.1" "0.82" "0.942945333460529" "0.861613055089895" "0.943769661886919"
"196" "196" "19267" "32" "2.1" "0.102" "0.677988586998291" "0.708968282148465" "0.368506556987731"
"197" "197" "19398" "8" "2.08" "0.04" "0.734378901691515" "0.509937886789717" "0.745592986060976"
"198" "198" "1186" "4" "2.09" "0" "0.182183762798891" "0.0210307670534977" "0.152237781216121"
"199" "199" "1186" "4" "2.09" "0.004" "0.182183762798891" "0.0210307670534977" "0.152237781216121"
"200" "200" "1186" "8" "2.17" "0" "0.0701788956573101" "0.0724755067058358" "0.0218466697307961"
"201" "201" "19398" "8" "2.08" "0.066" "0.734378901691515" "0.509937886789717" "0.745592986060976"
"202" "202" "250" "6" "2.39" "0.914" "0.669878185375883" "0.953329430855565" "0.637216422025297"
"203" "203" "19489" "8" "2.07" "0.544" "0.741129241723295" "0.580096472162211" "0.776713576202493"
"204" "204" "19489" "8" "2.07" "0.522" "0.741129241723295" "0.580096472162211" "0.776713576202493"
"205" "205" "19489" "34" "2.11" "0.288" "0.606863510661963" "0.817252225451691" "0.589378267983922"
"206" "206" "19628" "6" "2.13" "0.89" "0.454794564611152" "0.235783344449879" "0.500356721724208"
"207" "207" "1187" "5" "2.21" "0.006" "0.374272382019434" "0.312839959925279" "0.288909958237477"
"208" "208" "1187" "5" "2.21" "0.006" "0.374272382019434" "0.312839959925279" "0.288909958237477"
"209" "209" "1187" "8" "2.18" "0" "0.0929746162586883" "0.225419298641729" "0.0615346616615248"
"210" "210" "19628" "6" "2.13" "0.87" "0.454794564611152" "0.235783344449879" "0.500356721724208"
"211" "211" "241" "6" "2.16" "0.92" "0.856400705809355" "0.945470318400342" "0.868445410587494"
"212" "212" "19720" "6" "2.1" "0.99" "0.990363277262846" "0.982460718554648" "0.992530347196777"
"213" "213" "19720" "6" "2.1" "0.988" "0.990363277262846" "0.982460718554648" "0.992530347196777"
"214" "214" "19720" "32" "2.11" "0.466" "0.623724480960744" "0.807179364893209" "0.428644115520469"
"215" "215" "19752" "5" "2.17" "0.508" "0.0786809883905493" "0.0110621458979485" "0.0763217148775161"
"216" "216" "1170" "4" "2.09" "0.122" "0.42261981130815" "0.151831332581629" "0.402244575958967"
"217" "217" "1170" "4" "2.09" "0.092" "0.42261981130815" "0.151831332581629" "0.402244575958967"
"218" "218" "1170" "10" "2.2" "0.002" "0.0483559975094067" "0.0398719200504056" "0.0179046360578453"
"219" "219" "19752" "5" "2.17" "0.558" "0.0786809883905493" "0.0110621458979485" "0.0763217148775161"
"220" "220" "232" "6" "2.15" "0.868" "0.84433765100638" "0.945136246009487" "0.854413165017547"
"221" "221" "19846" "6" "2.1" "0.892" "0.942079634006933" "0.936513469524363" "0.956679080568993"
"222" "222" "19846" "6" "2.1" "0.912" "0.942079634006933" "0.936513469524363" "0.956679080568993"
"223" "223" "19846" "26" "2.11" "0.304" "0.530658719640152" "0.557152135736663" "0.339389096868215"
"224" "224" "19948" "8" "2.1" "0.52" "0.43071687959355" "0.140589923726819" "0.398586020807382"
"225" "225" "1219" "4" "2.11" "0.134" "0.388275516217891" "0.12397470453431" "0.347187654261874"
"226" "226" "1219" "4" "2.11" "0.126" "0.388275516217891" "0.12397470453431" "0.347187654261874"
"227" "227" "1219" "6" "2.11" "0" "0.0791989151250491" "0.0320366646684256" "0.0321973922550001"
"228" "228" "19948" "8" "2.1" "0.52" "0.43071687959355" "0.140589923726819" "0.398586020807382"
"229" "229" "239" "6" "2.39" "0.868" "0.669878185375883" "0.953329430855565" "0.637216422025297"
"230" "230" "20037" "7" "2.09" "0.71" "0.920751413112535" "0.813904200265879" "0.932130918357905"
"231" "231" "20037" "7" "2.09" "0.734" "0.920751413112535" "0.813904200265879" "0.932130918357905"
"232" "232" "20037" "24" "2.13" "0.03" "0.240512488057754" "0.218625391717219" "0.0821519842915965"
"233" "233" "20231" "7" "2.11" "0.472" "0.357600589975315" "0.096950154193013" "0.390212542974736"
"234" "234" "1104" "3" "2.02" "0.036" "0.230477616593948" "0.068273197090488" "0.238342168116664"
"235" "235" "1104" "3" "2.02" "0.032" "0.230477616593948" "0.068273197090488" "0.238342168116664"
"236" "236" "1104" "8" "2.15" "0" "0.0711293843539748" "0.0461901927832059" "0.0275093962906889"
"237" "237" "20231" "7" "2.11" "0.512" "0.357600589975315" "0.096950154193013" "0.390212542974736"
"238" "238" "347" "6" "2.64" "0.844" "0.561473678334405" "0.897649004623793" "0.59399858615609"
"239" "239" "20344" "11" "2.09" "0.74" "0.853786330572968" "0.718583854190775" "0.819248787161169"
"240" "240" "20344" "11" "2.09" "0.68" "0.853786330572968" "0.718583854190775" "0.819248787161169"
"241" "241" "20344" "34" "2.1" "0.602" "0.806311494317769" "0.873944396723842" "0.76741426502457"
"242" "242" "20399" "9" "2.07" "0.31" "0.555877652103246" "0.496730434970237" "0.529171143580654"
"243" "243" "1193" "3" "1.99" "0.104" "0.385424700855352" "0.198964423898197" "0.395717076064854"
"244" "244" "1193" "3" "1.99" "0.102" "0.385424700855352" "0.198964423898197" "0.395717076064854"
"245" "245" "1193" "12" "2.12" "0.096" "0.300760109656651" "0.342359465384206" "0.191032442287908"
"246" "246" "20399" "9" "2.07" "0.316" "0.555877652103246" "0.496730434970237" "0.529171143580654"
"247" "247" "343" "8" "2.49" "0.696" "0.65094196191291" "0.964427188528719" "0.604422320707974"
"248" "248" "20513" "8" "2.07" "0.894" "0.981234690929866" "0.94740906983031" "0.980007723973853"
"249" "249" "20513" "8" "2.07" "0.858" "0.981234690929866" "0.94740906983031" "0.980007723973853"
"250" "250" "20513" "32" "2.08" "0.36" "0.902928570739999" "0.940290116667561" "0.712020897431723"
"251" "251" "20627" "8" "2.08" "0.032" "0.771768359706611" "0.536485747777477" "0.727653671903234"
"252" "252" "1135" "4" "2.06" "0.024" "0.657484448438165" "0.401080298910511" "0.60829125552246"
"253" "253" "1135" "4" "2.06" "0.02" "0.657484448438165" "0.401080298910511" "0.60829125552246"
"254" "254" "1135" "12" "2.12" "0.014" "0.215174377608574" "0.170407256263297" "0.100347509554357"
"255" "255" "20627" "8" "2.08" "0.052" "0.771768359706611" "0.536485747777477" "0.727653671903234"
"256" "256" "331" "6" "2.7" "0.73" "0.656695489494235" "0.885770115728124" "0.664203496729927"
"257" "257" "20731" "8" "2.07" "0.174" "0.758640298785432" "0.514440337680161" "0.724202208248705"
"258" "258" "20731" "8" "2.07" "0.2" "0.758640298785432" "0.514440337680161" "0.724202208248705"
"259" "259" "20731" "32" "2.09" "0.308" "0.743426053322196" "0.726933458103846" "0.383750647425074"
"260" "260" "20782" "6" "2.11" "0.164" "0.619489912820826" "0.436673601535598" "0.737077066781185"
"261" "261" "1117" "4" "2.04" "0.086" "0.657507607278476" "0.401682139708476" "0.682087043045933"
"262" "262" "1117" "4" "2.04" "0.068" "0.657507607278476" "0.401682139708476" "0.682087043045933"
"263" "263" "1117" "12" "2.11" "0.042" "0.237692609535479" "0.189163596465677" "0.21025974977571"
"264" "264" "20782" "6" "2.11" "0.188" "0.619489912820826" "0.436673601535598" "0.737077066781185"
"265" "265" "337" "2" "3.5" "0.54" "2.48349220386775e-05" "7.8926190262072e-06" "4.98648332250204e-05"
"266" "266" "20889" "6" "2.09" "0.908" "0.944290266419516" "0.906450545491993" "0.94054767339579"
"267" "267" "20889" "6" "2.09" "0.892" "0.944290266419516" "0.906450545491993" "0.94054767339579"
"268" "268" "20889" "38" "2.1" "0.226" "0.69882003421644" "0.677966516920468" "0.814403778220424"
"269" "269" "21102" "5" "2.15" "0.042" "0.142627125930458" "0.0470932393461077" "0.135156319272717"
"270" "270" "1156" "4" "2.1" "0.56" "0.856361807574761" "0.699746593232737" "0.817617624076858"
"271" "271" "1156" "4" "2.1" "0.618" "0.856361807574761" "0.699746593232737" "0.817617624076858"
"272" "272" "1156" "14" "2.11" "0.092" "0.242596276088079" "0.174526685397614" "0.147049813545659"
"273" "273" "21102" "5" "2.15" "0.034" "0.142627125930458" "0.0470932393461077" "0.135156319272717"
"274" "274" "329" "2" "3.5" "0.56" "1.31896267563494e-05" "3.51806069541835e-06" "2.76502106165944e-05"
