"Data" "n" "xmin" "alpha" "K" "W2" "U2" "A2"
"275" "275" "21202" "8" "2.08" "0.724" "0.996511698748252" "0.992854282779073" "0.998281259462137"
"276" "276" "21202" "8" "2.08" "0.726" "0.996511698748252" "0.992854282779073" "0.998281259462137"
"277" "277" "21202" "30" "2.09" "0.256" "0.615215688546658" "0.647151520095459" "0.427226483746323"
"278" "278" "21055" "6" "2.12" "0.15" "0.652265329072228" "0.394902593982352" "0.732520676612257"
"279" "279" "1158" "4" "2.06" "0.316" "0.727662455129335" "0.484853945984455" "0.692503161825501"
"280" "280" "1158" "4" "2.06" "0.326" "0.727662455129335" "0.484853945984455" "0.692503161825501"
"281" "281" "1158" "6" "2.06" "0" "0.109890170468888" "0.0742159939051527" "0.05421842328159"
"282" "282" "21055" "6" "2.12" "0.172" "0.652265329072228" "0.394902593982352" "0.732520676612257"
"283" "283" "328" "2" "3.5" "0" "0.000143762095321635" "4.23128027485645e-05" "0.000263679093595568"
"284" "284" "21157" "6" "2.09" "0.956" "0.990197736042122" "0.988193278022365" "0.994681964523047"
"285" "285" "21157" "6" "2.09" "0.948" "0.990197736042122" "0.988193278022365" "0.994681964523047"
"286" "286" "21157" "42" "2.11" "0.618" "0.80270593091856" "0.819912856581511" "0.849594301504531"
"287" "287" "21127" "6" "2.11" "0.588" "0.801394964604459" "0.592963975314639" "0.858102307905504"
"288" "288" "1140" "4" "2.08" "0.356" "0.86784153719693" "0.752224954009914" "0.812122142410648"
"289" "289" "1140" "4" "2.08" "0.386" "0.86784153719693" "0.752224954009914" "0.812122142410648"
"290" "290" "1140" "12" "2.12" "0" "0.141551603217042" "0.0894840937475987" "0.05225647721813"
"291" "291" "21127" "6" "2.11" "0.574" "0.801394964604459" "0.592963975314639" "0.858102307905504"
"292" "292" "335" "2" "3.5" "0" "5.74219915460583e-05" "1.62688569594669e-05" "0.000110948551981754"
"293" "293" "21232" "6" "2.09" "0.834" "0.976312759331344" "0.943812891924781" "0.986285551682653"
"294" "294" "21232" "6" "2.09" "0.816" "0.976312759331344" "0.943812891924781" "0.986285551682653"
"295" "295" "21232" "40" "2.11" "0.716" "0.844170565759048" "0.845816795243447" "0.690474546670888"
"296" "296" "21139" "5" "2.16" "0.03" "0.151571600355722" "0.0403707713758956" "0.144644799218963"
"297" "297" "1130" "4" "2.07" "0.26" "0.725933163291892" "0.484501646990493" "0.690248503854602"
"298" "298" "1130" "4" "2.07" "0.252" "0.725933163291892" "0.484501646990493" "0.690248503854602"
"299" "299" "1130" "14" "2.08" "0.038" "0.337037705863097" "0.261402951001665" "0.2683575650381"
"300" "300" "21139" "5" "2.16" "0.034" "0.151571600355722" "0.0403707713758956" "0.144644799218963"
"301" "301" "338" "8" "2.79" "0.524" "0.539106432856133" "0.890387828130896" "0.529916846929563"
"302" "302" "21245" "7" "2.09" "0.89" "0.989602519594144" "0.979578327528243" "0.99350462940682"
"303" "303" "21245" "7" "2.09" "0.886" "0.989602519594144" "0.979578327528243" "0.99350462940682"
"304" "304" "21245" "30" "2.11" "0.474" "0.516779004072026" "0.672742396712985" "0.329244405972847"
"305" "305" "21234" "6" "2.12" "0.264" "0.65774997478663" "0.410233787349238" "0.722466408934762"
"306" "306" "1101" "5" "2.12" "0.174" "0.709982997936965" "0.585338889574996" "0.65089790616513"
"307" "307" "1101" "5" "2.12" "0.16" "0.709982997936965" "0.585338889574996" "0.65089790616513"
"308" "308" "1101" "8" "2.12" "0.004" "0.105313578420887" "0.0942475171956552" "0.0607860951636958"
"309" "309" "21234" "6" "2.12" "0.268" "0.65774997478663" "0.410233787349238" "0.722466408934762"
"310" "310" "335" "2" "3.5" "0.126" "1.85700096701826e-05" "4.56675907444315e-06" "3.82718753888256e-05"
"311" "311" "21339" "6" "2.08" "1" "0.99902240201942" "0.997029791051275" "0.999170849127196"
"312" "312" "21339" "6" "2.08" "1" "0.99902240201942" "0.997029791051275" "0.999170849127196"
"313" "313" "21339" "38" "2.1" "0.802" "0.958132349177017" "0.974894783925398" "0.860595314494868"
"314" "314" "21238" "6" "2.12" "0.086" "0.466044949914373" "0.21756393470922" "0.558862510697562"
"315" "315" "1119" "4" "2.06" "0.298" "0.559389884033115" "0.335472382466938" "0.535304680649797"
"316" "316" "1119" "4" "2.06" "0.266" "0.559389884033115" "0.335472382466938" "0.535304680649797"
"317" "317" "1119" "16" "2.11" "0.006" "0.281107319856098" "0.123327830673968" "0.189649029563895"
"318" "318" "21238" "6" "2.12" "0.1" "0.466044949914373" "0.21756393470922" "0.558862510697562"
"319" "319" "331" "2" "3.5" "0" "9.95243581173874e-06" "2.67187306976423e-06" "2.13924364644246e-05"
"320" "320" "21343" "6" "2.09" "0.652" "0.947622584386811" "0.931953711416414" "0.97329999355049"
"321" "321" "21343" "6" "2.09" "0.696" "0.947622584386811" "0.931953711416414" "0.97329999355049"
"322" "322" "21343" "48" "2.13" "0.672" "0.791712298322259" "0.857351244443486" "0.763649840872256"
"323" "323" "21298" "5" "2.16" "0.008" "0.086893275921501" "0.0229118105317388" "0.0812977977641449"
"324" "324" "1097" "5" "2.11" "0.244" "0.811258169775019" "0.719731975775045" "0.77198127944278"
"325" "325" "1097" "5" "2.11" "0.26" "0.811258169775019" "0.719731975775045" "0.77198127944278"
"326" "326" "1097" "14" "2.12" "0.018" "0.229380451368592" "0.141451118445029" "0.106557752298167"
"327" "327" "21298" "5" "2.16" "0.008" "0.086893275921501" "0.0229118105317388" "0.0812977977641449"
"328" "328" "331" "2" "3.5" "0" "1.74392475809186e-05" "7.11091576234021e-06" "3.44194283727959e-05"
"329" "329" "21402" "6" "2.1" "0.466" "0.902760669143006" "0.778458169206782" "0.948898927744937"
"330" "330" "21402" "6" "2.1" "0.452" "0.902760669143006" "0.778458169206782" "0.948898927744937"
"331" "331" "21402" "40" "2.12" "0.808" "0.843722307228508" "0.930203308949848" "0.831309083022111"
"332" "332" "21421" "6" "2.11" "0.302" "0.698962245122602" "0.474213060517519" "0.767156429933237"
"333" "333" "1221" "4" "2.05" "0.152" "0.581415139461011" "0.327647226578443" "0.542431339304544"
"334" "334" "1221" "4" "2.05" "0.136" "0.581415139461011" "0.327647226578443" "0.542431339304544"
"335" "335" "1221" "12" "2.13" "0" "0.166388289985392" "0.0851736346472796" "0.0566018336695648"
"336" "336" "21421" "6" "2.11" "0.362" "0.698962245122602" "0.474213060517519" "0.767156429933237"
"337" "337" "335" "2" "3.5" "0" "2.94744111534989e-06" "1.05064780405369e-06" "6.38002062802329e-06"
"338" "338" "21525" "6" "2.08" "0.892" "0.928789115603968" "0.846502476086002" "0.927602780364075"
"339" "339" "21525" "6" "2.08" "0.894" "0.928789115603968" "0.846502476086002" "0.927602780364075"
"340" "340" "21525" "30" "2.1" "0.564" "0.852395014218656" "0.921278600496976" "0.777433734405271"
"341" "341" "21440" "6" "2.12" "0.142" "0.535456985733631" "0.239056376605456" "0.610998721639162"
"342" "342" "1138" "5" "2.13" "0.248" "0.909100545962147" "0.807174701906539" "0.879702874553081"
"343" "343" "1138" "5" "2.13" "0.248" "0.909100545962147" "0.807174701906539" "0.879702874553081"
"344" "344" "1138" "8" "2.13" "0.002" "0.156014691765429" "0.174767613479647" "0.0787246054820876"
"345" "345" "21440" "6" "2.12" "0.122" "0.535456985733631" "0.239056376605456" "0.610998721639162"
"346" "346" "341" "2" "3.5" "0" "7.84133191010917e-05" "1.92866377281381e-05" "0.000155696491428832"
"347" "347" "21548" "6" "2.09" "0.864" "0.864884705722945" "0.708333512021015" "0.906706854705969"
"348" "348" "21548" "6" "2.09" "0.866" "0.864884705722945" "0.708333512021015" "0.906706854705969"
"349" "349" "21548" "38" "2.11" "0.438" "0.64431633302839" "0.730921042583113" "0.629154065928023"
"350" "350" "21491" "6" "2.12" "0.226" "0.658611486904025" "0.459905294340827" "0.757353627599481"
"351" "351" "1152" "5" "2.14" "0.224" "0.701854713078667" "0.453895522261976" "0.708979636609312"
"352" "352" "1152" "5" "2.14" "0.27" "0.701854713078667" "0.453895522261976" "0.708979636609312"
"353" "353" "1152" "8" "2.12" "0" "0.219611986414691" "0.228324312783594" "0.148798500538536"
"354" "354" "21491" "6" "2.12" "0.22" "0.658611486904025" "0.459905294340827" "0.757353627599481"
"355" "355" "344" "2" "3.5" "0" "1.68400432467766e-05" "5.64610983543053e-06" "3.46056967938352e-05"
"356" "356" "21598" "6" "2.09" "0.73" "0.892150840691843" "0.792173102708135" "0.938092413933764"
"357" "357" "21598" "6" "2.09" "0.722" "0.892150840691843" "0.792173102708135" "0.938092413933764"
"358" "358" "21598" "32" "2.12" "0.244" "0.70509448520958" "0.780871525803335" "0.459624921430105"
"359" "359" "21475" "6" "2.13" "0.162" "0.560769932377895" "0.28554626339843" "0.653066037074979"
"360" "360" "1192" "5" "2.15" "0.194" "0.611429270379115" "0.583795805713816" "0.571189754234656"
"361" "361" "1192" "5" "2.15" "0.15" "0.611429270379115" "0.583795805713816" "0.571189754234656"
"362" "362" "1192" "98" "2.32" "0" "0.990437253992156" "0.974119062859987" "0.98429919821282"
"363" "363" "21475" "6" "2.13" "0.176" "0.560769932377895" "0.28554626339843" "0.653066037074979"
"364" "364" "345" "2" "3.5" "0" "1.46711987201655e-05" "4.9041786969188e-06" "3.03586828334813e-05"
"365" "365" "21583" "6" "2.09" "0.84" "0.862078379342828" "0.700430627854586" "0.912144185603552"
"366" "366" "21583" "6" "2.09" "0.804" "0.862078379342828" "0.700430627854586" "0.912144185603552"
"367" "367" "21583" "52" "2.09" "0.504" "0.871594449621926" "0.78993183646095" "0.785063912918653"
"368" "368" "21550" "8" "2.11" "0.102" "0.533777002659842" "0.240333059961323" "0.602370928496721"
"369" "369" "1143" "5" "2.12" "0.046" "0.753472437429178" "0.515757850631699" "0.715857349300201"
"370" "370" "1143" "5" "2.12" "0.054" "0.753472437429178" "0.515757850631699" "0.715857349300201"
"371" "371" "1143" "8" "2.1" "0" "0.391301529198764" "0.451712121750957" "0.253319837027033"
"372" "372" "21550" "8" "2.11" "0.124" "0.533777002659842" "0.240333059961323" "0.602370928496721"
"373" "373" "342" "2" "3.5" "0.218" "2.1801414460783e-05" "8.57080532982172e-06" "4.28402107736626e-05"
"374" "374" "21658" "6" "2.09" "0.902" "0.962754864825469" "0.913642475617087" "0.952948384567707"
"375" "375" "21658" "6" "2.09" "0.896" "0.962754864825469" "0.913642475617087" "0.952948384567707"
"376" "376" "21658" "24" "2.1" "0.096" "0.367437405129421" "0.399456719386923" "0.137633974857326"
"377" "377" "21561" "9" "2.09" "0.25" "0.49286691899941" "0.187459817360898" "0.478808223460504"
"378" "378" "1152" "5" "2.12" "0.024" "0.732217808620724" "0.487885436454357" "0.693330128150734"
"379" "379" "1152" "5" "2.12" "0.026" "0.732217808620724" "0.487885436454357" "0.693330128150734"
"380" "380" "1152" "8" "2.12" "0" "0.150789282811696" "0.124803924490318" "0.0710987627881969"
"381" "381" "21561" "9" "2.09" "0.276" "0.49286691899941" "0.187459817360898" "0.478808223460504"
"382" "382" "342" "2" "3.5" "0" "3.93127148399399e-05" "1.21723394415666e-05" "7.91245565855794e-05"
"383" "383" "21672" "6" "2.09" "0.772" "0.908465567053764" "0.845272922069691" "0.898298178938891"
"384" "384" "21672" "6" "2.09" "0.784" "0.908465567053764" "0.845272922069691" "0.898298178938891"
"385" "385" "21672" "30" "2.11" "0.528" "0.804164632689302" "0.8579910178629" "0.543214188178749"
"386" "386" "21645" "6" "2.12" "0.302" "0.77070630542657" "0.574104538077906" "0.848674088496045"
"387" "387" "1255" "5" "2.11" "0.156" "0.873613283393579" "0.742729726905653" "0.781119206949591"
"388" "388" "1255" "5" "2.11" "0.158" "0.873613283393579" "0.742729726905653" "0.781119206949591"
"389" "389" "1255" "14" "2.14" "0.018" "0.147692470157785" "0.104750812594706" "0.0715838030426362"
"390" "390" "21645" "6" "2.12" "0.318" "0.77070630542657" "0.574104538077906" "0.848674088496045"
"391" "391" "346" "2" "3.5" "0" "2.31667527176185e-05" "6.26810776586661e-06" "4.91547186681116e-05"
"392" "392" "21754" "6" "2.09" "1" "0.998210671377125" "0.994837922955374" "0.998940544863024"
"393" "393" "21754" "6" "2.09" "0.998" "0.998210671377125" "0.994837922955374" "0.998940544863024"
"394" "394" "21754" "30" "2.1" "0.4" "0.824651552659903" "0.924176088798504" "0.690297445606957"
"395" "395" "21623" "6" "2.12" "0.474" "0.699701039970353" "0.447194030414984" "0.760243188184623"
"396" "396" "1191" "4" "2.09" "0.446" "0.829969404389361" "0.654877634357349" "0.761766189472619"
"397" "397" "1191" "4" "2.09" "0.414" "0.829969404389361" "0.654877634357349" "0.761766189472619"
"398" "398" "1191" "14" "2.12" "0.036" "0.173648186150907" "0.0954216825364875" "0.0840981859916579"
"399" "399" "21623" "6" "2.12" "0.494" "0.699701039970353" "0.447194030414984" "0.760243188184623"
"400" "400" "343" "2" "3.5" "0" "1.08547711599372e-05" "3.56124674203469e-06" "2.30761528316739e-05"
