"Data" "n" "xmin" "alpha" "K" "W2" "U2" "A2"
"56" "2056" "808" "3" "2.48" "0.336" "0.373741534168626" "0.134964269090814" "0.352942864513298"
"57" "2057" "1085" "4" "2.68" "0.004" "0.0978766481191433" "0.0909757574224398" "0.0889858197333847"
"58" "2058" "849" "4" "2.73" "0.024" "0.190485286439263" "0.251151921815023" "0.158608255241655"
"59" "2059" "863" "4" "2.72" "0.008" "0.182443400293077" "0.243790003054482" "0.154240562356397"
"60" "2060" "1917" "4" "2.62" "0" "0.112715110902529" "0.00587890576393818" "0.065903814814441"
"61" "2061" "1234" "8" "2.27" "0.168" "0.666783741538641" "0.635834118384073" "0.621414479231993"
"62" "2062" "980" "4" "2.55" "0.124" "0.646429699164615" "0.579732443252235" "0.592352293556357"
"63" "2063" "966" "4" "2.54" "0.256" "0.756280516118671" "0.671989942459759" "0.709446655791452"
"64" "2064" "1004" "4" "2.56" "0.11" "0.556239090422348" "0.480832395460967" "0.509539694773537"
"65" "2065" "938" "3" "2.56" "0" "0.0964496935625996" "0.00531574912154958" "0.0735755673329765"
"66" "2066" "358" "2" "2.31" "0.066" "0.352433000640679" "0.180618477010154" "0.408221246002173"
"67" "2067" "796" "2" "2.38" "0" "0.00542896645743735" "0.00267022984718466" "0.00364630292580365"
"68" "2068" "754" "2" "2.42" "0" "0.00880294933257958" "0.00138645556495231" "0.00608514897706353"
"69" "2069" "1008" "9" "2.19" "0.158" "0.769938272963622" "0.581521523658087" "0.693150706961944"
"70" "2070" "1654" "4" "2.8" "0.006" "0.11462960939813" "0.193566753787872" "0.0708786518139244"
"71" "2071" "1008" "3" "2.63" "0.022" "0.247814574876275" "0.0611288279504495" "0.155500986141395"
"72" "2072" "1863" "4" "2.61" "0" "0.107460778160653" "0.0052682848563344" "0.0677213105662024"
"73" "2073" "579" "4" "2.41" "0.62" "0.880759922807539" "0.920212251222979" "0.897545614270498"
"74" "2074" "375" "2" "2.31" "0.156" "0.394038252097195" "0.224053700506828" "0.460610704270041"
"75" "2075" "385" "3" "2.49" "0.916" "0.97228700085551" "0.938931376868174" "0.976531809961101"
"76" "2076" "1443" "4" "2.85" "0" "0.0151785157536415" "0.0170394901461561" "0.00754662405903828"
"77" "2077" "814" "2" "2.39" "0.002" "0.00892070693025393" "0.000560349476609258" "0.00737852558961277"
"78" "2078" "1509" "4" "2.87" "0" "0.0142837403129825" "0.0129318578899997" "0.00721993415688393"
"79" "2079" "1017" "7" "2.29" "0.194" "0.60252578329977" "0.502236529412945" "0.580934204241604"
"80" "2080" "1020" "7" "2.28" "0.282" "0.602287185671148" "0.465595100500264" "0.594834616231285"
"81" "2081" "1340" "4" "2.69" "0.008" "0.107383888438052" "0.157189363691054" "0.0935302028213233"
"82" "2082" "829" "2" "2.42" "0" "0.0474552519028598" "0.00465244088102168" "0.0410181802289863"
"83" "2083" "1581" "4" "2.81" "0" "0.0329166346564982" "0.0225184377983453" "0.0213472482665247"
"84" "2084" "958" "3" "2.71" "0" "0.0525655717792576" "0.00142269216624902" "0.0310959991392417"
"85" "2085" "814" "3" "2.58" "0.006" "0.388326408745594" "0.190786533493361" "0.304987335920123"
"86" "2086" "733" "3" "2.62" "0.008" "0.316039018467955" "0.179137657177216" "0.231777710447838"
"87" "2087" "1167" "4" "2.75" "0" "0.0538414810653434" "0.0175235191732019" "0.0490100905591472"
"88" "2088" "785" "3" "2.61" "0" "0.0423623607206161" "0.00182525170236998" "0.0307235284098599"
"89" "2089" "1646" "4" "2.7" "0.002" "0.281220997399691" "0.0861515807088222" "0.160516761571105"
"90" "2090" "754" "3" "2.63" "0" "0.0388486787956828" "0.00324030011857209" "0.027846093048368"
"91" "2091" "1642" "4" "2.85" "0" "0.011671153408728" "0.00706398817584919" "0.00881507374369161"
"92" "2092" "875" "2" "2.29" "0.002" "0.136284584484821" "0.0399645128799573" "0.135391427591255"
"93" "2093" "1073" "4" "2.64" "0.014" "0.279353693281027" "0.262859455763206" "0.254091345987009"
"94" "2094" "880" "4" "2.54" "0.086" "0.445526199857033" "0.475163137610162" "0.466409714143258"
"95" "2095" "1080" "4" "2.64" "0.008" "0.294168229674303" "0.27080480364502" "0.264882479592991"
"96" "2096" "1072" "4" "2.63" "0.012" "0.262346028441601" "0.253021329981821" "0.241443254626114"
"97" "2097" "1378" "4" "2.78" "0.018" "0.119398539917079" "0.223785796579513" "0.0866342057531387"
"98" "2098" "1542" "4" "2.91" "0" "0.0142609837584313" "0.0134592824943887" "0.00903193846772993"
"99" "2099" "1560" "4" "2.83" "0" "0.0360467849270587" "0.0111308358198207" "0.0271043257574239"
"100" "2100" "1705" "4" "2.84" "0" "0.0613290324339354" "0.108719080875378" "0.0400478189700653"
"101" "2101" "911" "4" "2.51" "0.092" "0.739563044149438" "0.54759019451694" "0.739804363436206"
"102" "2102" "1417" "4" "2.76" "0" "0.05151794759518" "0.0443233454058711" "0.0435398079801456"
"103" "2103" "822" "2" "2.31" "0.05" "0.17978850861616" "0.0839802517232788" "0.196479197420849"
"104" "2104" "820" "2" "2.3" "0.054" "0.196229953549185" "0.086165457350235" "0.205788534900682"
"105" "2105" "892" "4" "2.51" "0.218" "0.915371363407707" "0.839106674510763" "0.91915914879074"
"106" "2106" "1184" "4" "2.66" "0" "0.450136469298423" "0.320720785582744" "0.271250107028541"
"107" "2107" "910" "4" "2.49" "0.108" "0.852778399167836" "0.714611739335539" "0.859308733551511"
"108" "2108" "825" "2" "2.31" "0.014" "0.178780938761309" "0.0702406188346166" "0.187500775032998"
"109" "2109" "1035" "3" "2.66" "0" "0.127861711368977" "0.0117036828523816" "0.0724928899841915"
"110" "2110" "1563" "4" "2.83" "0" "0.0308164425994585" "0.0329708896049367" "0.0225450821321085"
"111" "2111" "973" "3" "2.64" "0" "0.159610664202734" "0.0200282512045089" "0.103302922597304"
"112" "2112" "1547" "4" "2.81" "0" "0.0316396787080062" "0.0246567839259018" "0.0250643965312061"
"113" "2113" "1264" "4" "2.77" "0" "0.0275943552114279" "0.0100056397205652" "0.0192414483874715"
"114" "2114" "768" "3" "2.56" "0.006" "0.115975057151105" "0.00831655551799054" "0.0974492337411009"
"115" "2115" "1159" "4" "2.78" "0" "0.0246240188147098" "0.00148552415351733" "0.016804972437879"
"116" "2116" "914" "4" "2.62" "0.064" "0.397703181969138" "0.515270994628208" "0.389913508920573"
"117" "2117" "524" "4" "2.48" "0.074" "0.7978909466609" "0.658956417743841" "0.79892633598335"
"118" "2118" "991" "4" "2.58" "0.106" "0.403182328422863" "0.501294942510287" "0.383510904804199"
"119" "2119" "778" "3" "2.64" "0.002" "0.220521789485738" "0.0528246285596507" "0.159313913232913"
"120" "2120" "321" "3" "2.55" "0.682" "0.880761424345505" "0.761949151168539" "0.895943492404756"
"121" "2121" "1422" "4" "2.79" "0.004" "0.0627246061615406" "0.0794955728350015" "0.0442316722150707"
"122" "2122" "775" "4" "2.75" "0.01" "0.104199056126351" "0.155206523953741" "0.0693264881684971"
"123" "2123" "1444" "4" "2.76" "0.004" "0.0871184810531592" "0.121120196800616" "0.0654607565079691"
"124" "2124" "1454" "4" "2.75" "0" "0.12417278371595" "0.133072902493558" "0.0932175925293496"
"125" "2125" "1092" "8" "2.22" "0.134" "0.598929617512592" "0.599096798311193" "0.55249564075323"
"126" "2126" "1474" "4" "2.76" "0" "0.0432611568155813" "0.031510112413806" "0.0359113885585768"
"127" "2127" "1452" "4" "2.77" "0" "0.0379280579747474" "0.0254984691484337" "0.0318326886883677"
"128" "2128" "29" "2" "2.29" "0.104" "0.698285178357777" "0.346575883405088" "0.870994148571661"
"129" "2129" "57" "5" "2.74" "0.442" "0.793851783513385" "0.649858856436797" "0.866940382906359"
"130" "2130" "388" "14" "3.5" "0.098" "0.136234115274374" "0.0162867963994414" "0.116680756760396"
"131" "2131" "240" "6" "2.35" "0" "0.017157752075928" "0.00957729116727411" "0.0218142045295395"
"132" "2132" "207" "2" "1.71" "0" "0.00208186460215446" "2.19260776500557e-08" "0.00568502669999274"
"133" "2133" "161" "16" "3.5" "0.328" "0.437994226434899" "0.268860958661963" "0.426993348491642"
"134" "2134" "180" "14" "3.5" "0.042" "0.372097742333146" "0.0776140442456856" "0.484851374334286"
"135" "2135" "26" "2" "2.96" "0.088" "0.355604642811248" "0.107699447319677" "0.354809370152403"
"136" "2136" "29" "2" "2.58" "0.278" "0.677480267919955" "0.359076545586719" "0.754253643074687"
"137" "2137" "183" "2" "1.84" "0" "0.118360203699322" "0.0159725922339102" "0.124546493944154"
"138" "2138" "193" "2" "1.96" "0" "0.093783500798328" "0.0200476204335555" "0.0961011971011013"
"139" "2139" "115" "8" "3.5" "0" "1.24219195008604e-12" "9.36240272973682e-44" "1.56018541768402e-11"
"140" "2140" "1657" "5" "3.5" "0" "0.072389673002888" "0.0639638199870481" "0.0212533701450173"
"141" "2141" "1683" "5" "3.5" "0" "0.105235282432828" "0.0144868854902061" "0.0405294452157724"
"142" "2142" "1709" "5" "3.5" "0" "0.0777626632229473" "0.00780376130336963" "0.0283375667241891"
"143" "2143" "1713" "5" "3.5" "0" "0.0510411134553161" "0.00439745823986443" "0.0278862753680529"
"144" "2144" "1745" "5" "3.5" "0" "0.0513815817246319" "0.0121653543832094" "0.0269834810230827"
"145" "2145" "1746" "5" "3.5" "0" "0.0450907831409341" "0.0110510717022602" "0.0221842932783901"
"146" "2146" "1760" "5" "3.5" "0" "0.0333744678584201" "0.00858877726141982" "0.016006523989095"
"147" "2147" "1788" "5" "3.5" "0" "0.0270876432035171" "0.00415490119039752" "0.0120180629185343"
"148" "2148" "1797" "5" "3.5" "0" "0.0243895228022054" "0.00209303027327684" "0.00989817192326198"
"149" "2149" "1799" "5" "3.5" "0" "0.0102044250050248" "0.00777769452434307" "0.00333502297705751"
"150" "2150" "1785" "5" "3.5" "0" "0.00548178771332514" "0.0253900328098685" "0.00161684237850401"
"151" "2151" "1784" "5" "3.5" "0" "0.00186151858014943" "0.0283156150022464" "0.0143272411345765"
"152" "2152" "1782" "5" "3.5" "0" "0.00135013761827324" "0.0330961707900645" "0.00892589853134593"
"153" "2153" "1782" "5" "3.5" "0" "0.0011562171950365" "0.0880788971524618" "0.0082122927950041"
"154" "2154" "1781" "5" "3.5" "0" "0.0127050753317414" "0.10042618067417" "0.00351326204046628"
"155" "2155" "1781" "5" "3.5" "0" "0.021676765266322" "0.0303727054112655" "0.00711608362187236"
"156" "2156" "1779" "5" "3.5" "0" "0.00122319109560232" "0.0231258358995113" "0.0127486862338295"
"157" "2157" "1793" "5" "3.5" "0" "0.0160042759682518" "0.144178197620376" "0.00742496118009772"
"158" "2158" "1794" "5" "3.5" "0" "0.00516470870469643" "0.0976459554020299" "0.00216942971152275"
"159" "2159" "1805" "5" "3.5" "0" "0.00217867827505445" "0.11949169403458" "0.000845045642815099"
"160" "2160" "1810" "5" "3.5" "0" "0.00240226163625833" "0.0947396036685668" "0.00090134727534787"
"161" "2161" "1824" "5" "3.5" "0" "0.00443828388590944" "0.0366671462502819" "0.00150145385133147"
"162" "2162" "1818" "5" "3.5" "0" "0.00142739100695687" "0.0442608585532195" "0.000431648905400206"
"163" "2163" "1811" "5" "3.5" "0" "0.000478373880170337" "0.0253478828062018" "0.000123642328463427"
"164" "2164" "1787" "5" "3.5" "0" "0.000516430338610163" "0.0129148593067976" "0.000121991172462071"
"165" "2165" "1790" "5" "3.5" "0" "0.000474659960419003" "0.0175093961070396" "0.000116322478036659"
"166" "2166" "1785" "5" "3.5" "0" "0.000888378779807562" "0.0506558707024582" "0.000599612569703495"
"167" "2167" "1784" "5" "3.5" "0" "0.000625769376069683" "0.0788370380614523" "0.000432545692888806"
"168" "2168" "1790" "5" "3.5" "0" "0.000846280067869073" "0.060162622065344" "0.000594604029459629"
"169" "2169" "1784" "5" "3.5" "0" "0.000441703244783967" "0.0974537005845715" "0.000292764337373942"
"170" "2170" "1787" "5" "3.5" "0" "0.00149708589160306" "0.0863632468416053" "0.000995308149656235"
"171" "2171" "1791" "5" "3.5" "0" "0.00216916086549188" "0.0243040591530299" "0.00135535972793449"
"172" "2172" "1779" "5" "3.5" "0" "0.0017287948711979" "0.0149866319440292" "0.000984329387030017"
"173" "2173" "1765" "5" "3.5" "0" "0.00198538901674535" "0.0183678313359654" "0.00126046854884132"
"174" "2174" "1768" "5" "3.5" "0" "0.00133706156419277" "0.0193400668389304" "0.000854873711792816"
"175" "2175" "1762" "5" "3.5" "0" "0.00294150688145136" "0.059969831280452" "0.0020824134520082"
"176" "2176" "1747" "5" "3.5" "0" "0.00164692357742809" "0.0602651589051258" "0.00121014449223084"
"177" "2177" "1756" "5" "3.5" "0" "0.00256039439227467" "0.00279548259443679" "0.000502696923520872"
"178" "2178" "1754" "5" "3.5" "0" "0.0062178366297563" "0.00449714845720867" "0.0012142628843437"
"179" "2179" "1746" "5" "3.5" "0" "0.00880085562473598" "0.00567914751954729" "0.00170492922695214"
"180" "2180" "1736" "5" "3.5" "0" "0.00848476083232032" "0.0118261417900975" "0.00164319588031569"
"181" "2181" "1734" "5" "3.5" "0" "0.00518299441306898" "0.0122139563790009" "0.00101543630409531"
"182" "2182" "1743" "5" "3.5" "0" "0.00498860106215808" "0.0121816435760002" "0.000907825661930659"
"183" "2183" "1723" "5" "3.5" "0" "0.0111621509463721" "0.00531928173120655" "0.00200515209081776"
"184" "2184" "1719" "5" "3.5" "0" "0.0169748039738802" "0.00338648028092886" "0.00312111023946931"
"185" "2185" "1724" "5" "3.5" "0" "0.0125406893992162" "0.0239402233276036" "0.00228470646016246"
"186" "2186" "1714" "5" "3.5" "0" "0.00479519386585585" "0.00157910395305594" "0.000846006358427223"
"187" "2187" "1709" "5" "3.5" "0" "0.0049007622036968" "0.0130294861447715" "0.00318459717107932"
"188" "2188" "1710" "5" "3.5" "0" "0.00297353400745058" "0.0270392744272793" "0.00179477362258966"
"189" "2189" "1707" "5" "3.5" "0" "0.00111987266821786" "0.037300946063652" "0.000625233314992871"
"190" "2190" "1707" "5" "3.5" "0" "0.00193684013415481" "0.0165195011618538" "0.00105846694193903"
"191" "2191" "1712" "5" "3.5" "0" "0.00199376755685704" "0.00862869652464976" "0.00102895869603574"
"192" "2192" "1708" "5" "3.5" "0" "0.002302717396852" "0.0109682717373693" "0.00135439463255539"
"193" "2193" "1704" "5" "3.5" "0" "0.0018043071424814" "0.0116284474166746" "0.00101032742637719"
"194" "2194" "1705" "5" "3.5" "0" "0.00136069633411741" "0.0196536115746636" "0.000769973793967713"
"195" "2195" "1703" "5" "3.5" "0" "0.00186583611737936" "0.0188446388382814" "0.00110239463801111"
"196" "2196" "1707" "5" "3.5" "0" "0.00302797646958039" "0.00725080917647453" "0.00176560823795083"
"197" "2197" "1692" "5" "3.5" "0" "0.00510523077269641" "0.0230503989407243" "0.0026430294799115"
"198" "2198" "1686" "5" "3.5" "0" "0.0099305263961129" "0.00115724581932825" "0.0056852457620028"
"199" "2199" "1686" "5" "3.5" "0" "0.00950251906726257" "0.00180570070027408" "0.00544845750444407"
"200" "2200" "22" "3" "3.39" "0.974" "0.9088737886496" "0.890156384323255" "0.941117078314456"
"201" "2201" "27" "3" "2.79" "0.932" "0.948430457979058" "0.825259156993648" "0.995506964450087"
"202" "2202" "65" "4" "2.37" "0.294" "0.983346254011245" "0.970151258747632" "0.980547952745764"
"203" "2203" "2939" "2" "1.74" "0" "6.5595232113747e-35" "3.85389808346013e-19" "2.34097148913613e-32"
"204" "2204" "15" "3" "3.18" "0.114" "0.268811213452721" "0.047987413972317" "0.271129014087715"
"205" "2205" "15" "3" "3.18" "0.09" "0.268811213452721" "0.047987413972317" "0.271129014087715"
"206" "2206" "65" "4" "2.42" "0.146" "0.633743754816409" "0.310248121309054" "0.763592797086074"
"207" "2207" "65" "4" "2.42" "0.164" "0.633743754816409" "0.310248121309054" "0.763592797086074"
"208" "2208" "70" "2" "1.94" "0.016" "0.159969226403165" "0.0128198736276102" "0.252950662397972"
"209" "2209" "70" "2" "1.94" "0.012" "0.159969226403165" "0.0128198736276102" "0.252950662397972"
"210" "2210" "10680" "5" "2.24" "0" "9.86679238858721e-08" "1.19399770555606e-10" "4.81551688802548e-07"
"211" "2211" "990" "94" "3.47" "0.304" "0.918431699576993" "0.779197665895774" "0.949110000306058"
"212" "2212" "1064" "49" "3.5" "0.056" "0.322311056511596" "0.0683607986509669" "0.261490889405634"
"213" "2213" "1224" "102" "3.5" "0.7" "0.906273109512302" "0.891630582230497" "0.855737287497425"
"214" "2214" "105" "5" "2.6" "0.256" "0.459246004107424" "0.184464590736483" "0.657248037711803"
"215" "2215" "24" "4" "2.63" "0.03" "0.580750514325947" "0.208605724487026" "0.7601241531704"
"216" "2216" "53" "4" "3.39" "0.988" "0.916701137940668" "0.942812112893406" "0.957575211038042"
"217" "2217" "21" "7" "3.22" "0.122" "0.267994149756863" "0.0439598542559596" "0.238502429846481"
"218" "2218" "54" "10" "3.5" "0.014" "0.303981708713842" "0.0618334326146283" "0.26303631908243"
"219" "2219" "50" "4" "3.18" "0.892" "0.854508689900775" "0.638513449680746" "0.873677790243349"
"220" "2220" "20" "7" "3.35" "0.922" "0.932774320310139" "0.812364334911207" "0.929977854136964"
"221" "2221" "50" "2" "1.7" "0" "0.0770349529482516" "0.00149879614731563" "0.130183788047087"
"222" "2222" "8457" "2" "1.84" "0" "0.531689886554201" "0.474330750383619" "0.533290145068738"
"223" "2223" "20488" "4" "2.48" "0" "3.96976176571491e-06" "6.37480354168557e-09" "4.90021952620212e-07"
"224" "2224" "26211" "7" "2.29" "0.17" "0.557391789125855" "0.303158401609397" "0.535124494562592"
"225" "2225" "81" "3" "3.08" "0.754" "0.873656814135886" "0.715026363210854" "0.914479176377587"
"226" "2226" "163" "9" "2.33" "0.04" "0.248989189420253" "0.101494349457235" "0.288880345513264"
"227" "2227" "246" "9" "3.5" "0.484" "0.738714278471329" "0.512648188797084" "0.685710836910592"
"228" "2228" "275" "8" "2.41" "0.066" "0.174979076242433" "0.0781474197124856" "0.206298639553703"
"229" "2229" "267" "5" "2.59" "0.386" "0.818783600799171" "0.657729256389703" "0.86567293731659"
"230" "2230" "236" "25" "3.5" "0.566" "0.966316707504629" "0.928632207456185" "0.97952096187902"
"231" "2231" "327" "6" "2.93" "0.362" "0.451183885389425" "0.248669826683434" "0.442436666981082"
"232" "2232" "355" "12" "2.71" "0.276" "0.497285126390982" "0.187962602257686" "0.456164346862013"
"233" "2233" "177" "2" "2.33" "0.252" "0.574070599911755" "0.485581434491643" "0.637564155530709"
"234" "2234" "192" "17" "3.44" "0.882" "0.984268067734591" "0.942932670785043" "0.986000248386556"
"235" "2235" "294" "4" "2.65" "0.024" "0.107062283582439" "0.0237469198596918" "0.0998230429720409"
"236" "2236" "321" "6" "2.31" "0.008" "0.197383757066139" "0.0816397519129167" "0.224134307725108"
"237" "2237" "112" "2" "2.28" "0.004" "0.742315149310026" "0.461956960953023" "0.777191712429579"
"238" "2238" "107" "7" "2.58" "0.082" "0.640937069998979" "0.371140460735842" "0.755992852013472"
"239" "2239" "185" "2" "2.16" "0" "0.0542879243054638" "0.00342732101226578" "0.0633796595479582"
"240" "2240" "207" "14" "3.39" "0.014" "0.998978654373864" "0.996661067246144" "0.999914822278315"
"241" "2241" "118" "3" "2.54" "0.278" "0.533595822737992" "0.293416250549039" "0.608337865986525"
"242" "2242" "162" "8" "2.25" "0.07" "0.498555848161085" "0.258214368208502" "0.553026606349212"
"243" "2243" "246" "9" "3.39" "0.398" "0.736401930592532" "0.501188347580791" "0.798845988631312"
"244" "2244" "274" "12" "2.57" "0.068" "0.321596864776175" "0.225363970223032" "0.330178623537153"
"245" "2245" "260" "5" "2.57" "0.588" "0.889354539855436" "0.77565229984087" "0.924822039330268"
"246" "2246" "242" "5" "2.07" "0.006" "0.22810768421966" "0.0834841921533852" "0.235105099867533"
"247" "2247" "326" "5" "2.78" "0.192" "0.285644148294742" "0.157331328470034" "0.263906656108155"
"248" "2248" "355" "11" "2.61" "0.342" "0.776084365175566" "0.719988367382649" "0.685292252882082"
"249" "2249" "207" "2" "2.28" "0.682" "0.702866228625217" "0.560448683012681" "0.764169469557181"
"250" "2250" "204" "4" "2.04" "0.016" "0.180052062398303" "0.0518387019773662" "0.190577454085177"
"251" "2251" "303" "8" "3.35" "0.112" "0.860756991997529" "0.682471865798027" "0.875926933415309"
"252" "2252" "331" "19" "3.15" "0.088" "0.826907739484663" "0.687687960898577" "0.885104281704126"
"253" "2253" "141" "2" "2.25" "0.276" "0.857913538651068" "0.664773551996238" "0.925871111799397"
"254" "2254" "134" "7" "2.52" "0" "0.392613934186504" "0.163033806308951" "0.46617723839332"
"255" "2255" "200" "2" "2.12" "0.018" "0.124502546980034" "0.0142620303779293" "0.192471064783937"
"256" "2256" "228" "5" "2.31" "0.01" "0.34651598184589" "0.0759361043099833" "0.400487135139314"
"257" "2257" "128" "3" "2.46" "0.148" "0.620012215972372" "0.371874856856576" "0.696255309244162"
"258" "2258" "180" "9" "2.2" "0" "0.243352847790448" "0.10396084412411" "0.30229731726311"
"259" "2259" "246" "9" "3.22" "0.89" "0.889028782068365" "0.751480610145017" "0.891663630271878"
"260" "2260" "277" "14" "2.69" "0.078" "0.496603861583821" "0.279227965565648" "0.534003334915251"
"261" "2261" "122" "2" "1.93" "0.374" "0.536501825081676" "0.262840885767891" "0.698898617481348"
"262" "2262" "249" "4" "3.5" "0.146" "0.639604126619242" "0.466289147448324" "0.833069383496005"
"263" "2263" "275" "6" "2.65" "0.53" "0.937644908262693" "0.82029227661471" "0.980158867299531"
"264" "2264" "257" "16" "2.91" "0.186" "0.864527391564506" "0.780123450122589" "0.853159381042901"
"265" "2265" "337" "8" "3.5" "0.312" "0.760164000606411" "0.672579650179148" "0.710879200503113"
"266" "2266" "361" "13" "2.82" "0.342" "0.713522549161081" "0.61882165018562" "0.677196180871037"
"267" "2267" "128" "2" "2.04" "0.01" "0.214600465496228" "0.0584290824054503" "0.248015815021973"
"268" "2268" "208" "2" "2.64" "0.586" "0.922783052076602" "0.821593700602182" "0.94106035103844"
