"Data" "n" "xmin" "alpha" "K" "W2" "U2" "A2"
"32" "3632" "1786" "3" "3.5" "0" "1.84869913687577e-100" "5.86055883989929e-35" "5.74845435920326e-95"
"33" "3633" "325729" "6" "2.16" "0" "9.26468527172756e-41" "2.3927338861215e-107" "3.35481809781597e-44"
"34" "3634" "617094" "3" "1.97" "0" "9.85357581448248e-102" "6.32470858163703e-232" "3.13141232665941e-118"
"35" "3635" "680486" "6" "2.09" "0" "0" "0" "0"
"36" "3636" "685230" "59" "2.45" "0" "0" "1.91907416717376e-96" "1.76728974836427e-263"
"37" "3637" "714545" "36" "2.57" "0" "0.00942130357858562" "0" "0.00403828148483365"
"38" "3638" "739454" "34" "3.5" "0.018" "0.169202994544725" "0.272952953875648" "0.102973238307104"
"39" "3639" "875713" "54" "2.9" "0" "0.00571489956006133" "0.0321809957388861" "0"
"40" "3640" "261588" "3" "2.15" "0" "7.13187938278095e-125" "4.25131999744945e-76" "8.98527678802848e-81"
"41" "3641" "281731" "43" "3.5" "0" "2.50107147091964e-15" "1.69292605775079e-61" "3.17337136068777e-19"
"42" "3642" "281903" "113" "2.12" "0" "0.0358130087485578" "0" "0.0211824438226241"
"43" "3643" "4941" "3" "3.4" "0" "0.0013768508855288" "0.00164010214258415" "0.012946509026405"
"44" "3644" "970327" "39" "2.4" "0" "0.00302822614593173" "0.00181485578224166" "0"
"45" "3645" "1881" "17" "2.39" "0.558" "0.941322622243357" "0.929994034842676" "0.964180566997573"
"46" "3646" "112" "9" "3.19" "0.156" "0.374229041399304" "0.111580559885526" "0.374262716252036"
"47" "3647" "7381" "18" "2.19" "0.472" "0.780325495816967" "0.565055437485466" "0.825390176118966"
"48" "3648" "8325" "4" "2.29" "0.024" "0.267580387672357" "0.27603406382089" "0.212245183076855"
"49" "3649" "2704" "4" "2.11" "0.44" "0.61388848670284" "0.341430055752807" "0.632688888548253"
"50" "3650" "11586" "12" "2.16" "0.222" "0.806393233778082" "0.591083284013265" "0.66886126091275"
"51" "3651" "128" "2" "3.5" "0" "0.0184426245887686" "0.00260327387742981" "0.00143202482636567"
"52" "3652" "104" "2" "3.5" "0" "0.0094612850453056" "0.00376865359480466" "0.00125305185161062"
"53" "3653" "170" "2" "3.5" "0" "4.38145002877855e-05" "0.000432854574309858" "2.80635824944624e-05"
"54" "3654" "141" "3" "3.4" "0.438" "0.446180315857057" "0.116302818233866" "0.56625610228932"
"55" "3655" "82" "2" "3.5" "0.002" "0.00971993736735161" "0.188970830931029" "0.0157107629686004"
"56" "3656" "266" "2" "3.5" "0" "0.00752590795039743" "0.0225720427684062" "0.00991951680841641"
"57" "3657" "209" "2" "3.5" "0" "0.0019862590965176" "0.0013622109627403" "0.00316288241604235"
"58" "3658" "147" "2" "3.5" "0" "0.0110968580549284" "0.015526934277817" "0.00753078817659197"
"59" "3659" "134" "2" "3.5" "0" "0.0166693719521328" "0.00949204724770641" "0.0228525856191621"
"60" "3660" "433" "3" "3.5" "0.224" "0.247596539280575" "0.0482942952387481" "0.28837093169257"
"61" "3661" "108" "2" "3.5" "0.048" "0.0612722728796172" "0.0428208852149056" "0.0604038299744689"
"62" "3662" "299" "2" "3.5" "0" "0.00495880443709967" "0.0022129896935737" "0.00625444145356646"
"63" "3663" "392" "2" "3.5" "0" "2.61385576008316e-08" "1.04174206699902e-06" "4.94426218035153e-08"
"64" "3664" "148" "2" "3.5" "0" "1.07183774189009e-05" "2.97004579354317e-05" "2.05568707168293e-05"
"65" "3665" "217" "2" "3.5" "0" "0.00713568385082913" "0.00110720400416719" "0.00684401488415087"
"66" "3666" "1278" "4" "2.62" "0.502" "0.815771713526246" "0.701986837429917" "0.888862428464473"
"67" "3667" "2018" "7" "2.88" "0.624" "0.797448651533238" "0.619392463167814" "0.86171343906758"
"68" "3668" "34" "4" "2.68" "0.314" "0.89714456518266" "0.837605925693048" "0.95590468799327"
"69" "3669" "34" "4" "2.66" "0.14" "0.900233059540492" "0.862612923863852" "0.954678262229126"
